conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:5493_conv:10986,terrified,"['frightened', 'surprised', 'amused']",frightened,
hit:7689_conv:15378,furious,"['angry', 'annoyed', 'disgusted']",angry,
hit:9907_conv:19815,embarrassed,"['embarrassed', 'anxious', 'sad']",embarrassed,1.0
hit:11720_conv:23440,devastated,"['devastated', 'sad', 'grateful']",devastated,1.0
hit:1322_conv:2644,joyful,"['happy', 'excited', 'content']",happy,
hit:3262_conv:6524,excited,"['excited', ' grateful', ' joyful']",excited,1.0
hit:5948_conv:11897,prepared,"['worried', 'supportive', 'anxious']",worried,
hit:6508_conv:13016,confident,"['proud', ' excited', ' confident']",proud,3.0
hit:1767_conv:3534,confident,"['confident', 'excited', 'hopeful']",confident,1.0
hit:3262_conv:6524,excited,"['embarrassed', 'hopeful', 'grateful']",embarrassed,
hit:4838_conv:9676,furious,"['angry', 'sad', 'devastated']",angry,
hit:8355_conv:16711,grateful,"['disgusted', 'excited', 'anxious']",disgusted,
hit:1767_conv:3534,confident,"['excited', ' hopeful', ' confident']",excited,3.0
hit:4085_conv:8170,impressed,"['impressed', ' surprised', ' excited']",impressed,1.0
hit:4115_conv:8231,hopeful,"['excited', 'hopeful', 'proud']",excited,2.0
hit:4286_conv:8573,confident,"['excited', 'proud', 'hopeful']",excited,
hit:5812_conv:11624,trusting,"['grateful', 'caring', 'proud']",grateful,
hit:11061_conv:22123,ashamed,"['angry', 'guilty', 'sad']",angry,
hit:4085_conv:8170,impressed,"['impressed', ' proud', ' excited']",impressed,1.0
hit:7314_conv:14629,disappointed,"['disappointed', 'sad', 'content']",disappointed,1.0
hit:9050_conv:18101,devastated,"['sad', ' disappointed', ' sympathetic']",sad,
hit:914_conv:1829,proud,"['excited', ' proud', ' grateful']",excited,2.0
hit:11061_conv:22123,ashamed,"['angry', 'embarrassed', 'ashamed']",angry,3.0
hit:1657_conv:3314,disappointed,"['anxious', 'sad', 'guilty']",anxious,
hit:189_conv:378,grateful,"['grateful', ' content', ' proud']",grateful,1.0
hit:4333_conv:8666,furious,"['anxious', 'surprised', 'grateful']",anxious,
hit:6151_conv:12302,afraid,"['afraid', 'sad', 'hopeful']",afraid,1.0
hit:726_conv:1452,faithful,"['surprised', ' proud', ' disappointed']",surprised,
hit:12022_conv:24044,embarrassed,"['embarrassed', ' annoyed', ' relieved']",embarrassed,1.0
hit:12327_conv:24655,furious,"['angry', ' shocked', ' disappointed']",angry,
hit:189_conv:378,grateful,"['proud', ' grateful', ' sad']",proud,2.0
hit:4278_conv:8556,furious,"['surprised', ' annoyed', ' anxious']",surprised,
hit:8169_conv:16339,disgusted,"['sad', 'angry', 'frustrated']",sad,
hit:12327_conv:24655,furious,"['angry', 'sad', 'proud']",angry,
hit:2629_conv:5258,guilty,"['guilty', ' embarrassed', ' hopeful']",guilty,1.0
hit:3259_conv:6519,excited,"['excited', 'anticipating', 'hopeful']",excited,1.0
hit:5212_conv:10424,nostalgic,"['nostalgic', ' hopeful', ' joyful']",nostalgic,1.0
hit:5240_conv:10481,surprised,"['surprised', 'content', 'relieved']",surprised,1.0
hit:308_conv:616,excited,"['excited', ' hopeful', ' joyful']",excited,1.0
hit:324_conv:648,content,"['proud', ' content', ' hopeful']",proud,2.0
hit:4150_conv:8300,sad,"['angry', ' disappointed', ' betrayed']",angry,
hit:4621_conv:9242,furious,"['angry', 'disappointed', 'hopeful']",angry,
hit:5437_conv:10875,impressed,"['excited', 'proud', 'sad']",excited,
hit:11269_conv:22538,trusting,"['disappointed', ' anxious', ' frustrated']",disappointed,
hit:4150_conv:8300,sad,"['sad', 'disappointed', 'ashamed']",sad,1.0
hit:4597_conv:9195,apprehensive,"['annoyed', 'annoyed', 'annoyed']",annoyed,
hit:6456_conv:12913,devastated,"['angry', 'disgusted', 'sad']",angry,
hit:7161_conv:14322,disgusted,"['disgusted', ' anxious', ' apprehensive']",disgusted,1.0
hit:9328_conv:18657,sentimental,"['nostalgic', ' proud', ' content']",nostalgic,
hit:11269_conv:22538,trusting,"['sad', ' worried', ' relieved']",sad,
hit:1526_conv:3053,surprised,"['excited', 'hopeful', 'grateful']",excited,
hit:3125_conv:6250,disappointed,"['angry', ' afraid', ' furious']",angry,
hit:5400_conv:10800,grateful,"['grateful', ' excited', ' joyful']",grateful,1.0
hit:8333_conv:16667,devastated,"['sad', 'devastated', 'grateful']",sad,2.0
hit:11319_conv:22639,furious,"['surprised', ' relieved', ' grateful']",surprised,
hit:1840_conv:3680,disgusted,"['disgusted', 'angry', 'surprised']",disgusted,1.0
hit:3125_conv:6250,disappointed,"['angry', 'annoyed', 'disgusted']",angry,
hit:3667_conv:7334,surprised,"['surprised', ' confused', ' anxious']",surprised,1.0
hit:3681_conv:7363,terrified,"['guilty', 'surprised', 'sad']",guilty,
hit:1040_conv:2081,devastated,"['sad', ' nostalgic', ' hopeful']",sad,
hit:3667_conv:7334,surprised,"['surprised', 'amused', 'confused']",surprised,1.0
hit:4569_conv:9139,joyful,"['excited', ' hopeful', ' joyful']",excited,3.0
hit:84_conv:168,surprised,"['excited', 'hopeful', 'content']",excited,
hit:9625_conv:19251,disgusted,"['devastated', ' angry', ' betrayed']",devastated,
hit:375_conv:751,apprehensive,"['afraid', ' protective', ' angry']",afraid,
hit:4422_conv:8845,grateful,"['surprised', ' hopeful', ' nostalgic']",surprised,
hit:4782_conv:9564,faithful,"['proud', 'hopeful', 'content']",proud,
hit:84_conv:168,surprised,"['nostalgic', ' hopeful', ' content']",nostalgic,
hit:8850_conv:17701,hopeful,"['surprised', 'amused', 'relieved']",surprised,
hit:10343_conv:20686,caring,"['concerned', ' supportive', ' caring']",concerned,3.0
hit:4422_conv:8845,grateful,"['happy', 'content', 'nostalgic']",happy,
hit:5028_conv:10056,jealous,"['jealous', ' hopeful', ' content']",jealous,1.0
hit:7213_conv:14427,afraid,"['afraid', 'surprised', 'relieved']",afraid,1.0
hit:9292_conv:18585,content,"['excited', ' proud', ' content']",excited,3.0
hit:10343_conv:20686,caring,"['grateful', ' hopeful', ' sad']",grateful,
hit:1174_conv:2349,sentimental,"['sad', ' hopeful', ' grateful']",sad,
hit:1787_conv:3575,joyful,"['excited', ' joyful', ' grateful']",excited,2.0
hit:7282_conv:14565,furious,"['angry', 'annoyed', 'surprised']",angry,
hit:8817_conv:17635,angry,"['angry', 'annoyed', 'disgusted']",angry,1.0
hit:2225_conv:4450,embarrassed,"['embarrassed', ' anxious', ' prepared']",embarrassed,1.0
hit:5765_conv:11530,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:5864_conv:11729,anxious,"['anxious', 'worried', 'sad']",anxious,1.0
hit:703_conv:1407,disgusted,"['disgusted', ' surprised', ' amused']",disgusted,1.0
hit:11703_conv:23406,sad,"['sad', ' annoyed', ' disappointed']",sad,1.0
hit:12065_conv:24131,content,"['content', 'hopeful', 'caring']",content,1.0
hit:2303_conv:4606,sentimental,"['sad', ' nostalgic', ' grateful']",sad,
hit:2556_conv:5112,terrified,"['anxious', ' hopeful', ' trusting']",anxious,
hit:5864_conv:11729,anxious,"['anxious', 'sad', 'afraid']",anxious,1.0
hit:11703_conv:23406,sad,"['relieved', ' grateful', ' surprised']",relieved,
hit:2691_conv:5382,guilty,"['devastated', ' ashamed', ' sympathetic']",devastated,
hit:9062_conv:18125,anxious,"['anxious', 'hopeful', 'nervous']",anxious,1.0
hit:9148_conv:18297,excited,"['excited', 'nervous', 'hopeful']",excited,1.0
hit:9761_conv:19522,sad,"['sad', ' hopeful', ' prepared']",sad,1.0
hit:10211_conv:20422,afraid,"['excited', 'scared', 'lonely']",excited,
hit:2343_conv:4687,trusting,"['proud', ' hopeful', ' anxious']",proud,
hit:3908_conv:7817,anticipating,"['excited', 'hopeful', 'happy']",excited,
hit:5103_conv:10206,guilty,"['guilty', 'sad', 'embarrassed']",guilty,1.0
hit:5416_conv:10832,disappointed,"['angry', ' frustrated', ' hopeful']",angry,
hit:9761_conv:19522,sad,"['hopeful', ' optimistic', ' confident']",hopeful,
hit:11753_conv:23506,anticipating,"['hopeful', ' content', ' relaxed']",hopeful,
hit:2343_conv:4687,trusting,"['hopeful', ' grateful', ' confident']",hopeful,
hit:2722_conv:5445,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:4300_conv:8600,caring,"['proud', 'sad', 'hopeful']",proud,
hit:9245_conv:18490,furious,"['annoyed', ' disappointed', ' frustrated']",annoyed,
hit:1820_conv:3640,guilty,"['sad', ' guilty', ' hopeful']",sad,2.0
hit:1995_conv:3991,anxious,"['anxious', 'excited', 'surprised']",anxious,1.0
hit:3213_conv:6427,terrified,"['afraid', ' grateful', ' relieved']",afraid,
hit:4057_conv:8115,hopeful,"['hopeful', ' anxious', ' excited']",hopeful,1.0
hit:4300_conv:8600,caring,"['surprised', ' impressed', ' curious']",surprised,
hit:4965_conv:9930,anxious,"['worried', 'sad', 'hopeful']",worried,
hit:1267_conv:2534,sad,"['sad', ' surprised', ' horrified']",sad,1.0
hit:3335_conv:6671,grateful,"['grateful', ' relieved', ' content']",grateful,1.0
hit:4057_conv:8115,hopeful,"['hopeful', 'excited', 'anxious']",hopeful,1.0
hit:5384_conv:10768,confident,"['proud', ' confident', ' grateful']",proud,2.0
hit:1011_conv:2022,nostalgic,"['nostalgic', ' joyful', ' proud']",nostalgic,1.0
hit:5384_conv:10768,confident,"['excited', ' grateful', ' proud']",excited,
hit:6256_conv:12513,sentimental,"['angry', 'annoyed', 'sad']",angry,
hit:6907_conv:13814,sad,"['sad', ' nostalgic', ' regretful']",sad,1.0
hit:9169_conv:18338,excited,"['excited', 'hopeful', 'grateful']",excited,1.0
hit:10868_conv:21736,annoyed,"['annoyed', ' sad', ' hopeful']",annoyed,1.0
hit:3086_conv:6172,excited,"['excited', 'proud', 'surprised']",excited,1.0
hit:4619_conv:9238,nostalgic,"['nostalgic', ' joyful', ' grateful']",nostalgic,1.0
hit:6907_conv:13814,sad,"['sad', ' nostalgic', ' sympathetic']",sad,1.0
hit:8276_conv:16552,prepared,"['excited', 'proud', 'grateful']",excited,
hit:10868_conv:21736,annoyed,"['annoyed', ' frustrated', ' overwhelmed']",annoyed,1.0
hit:3900_conv:7800,devastated,"['sad', ' devastated', ' angry']",sad,2.0
hit:4660_conv:9320,annoyed,"['sad', ' grateful', ' concerned']",sad,
hit:5443_conv:10886,grateful,"['excited', ' proud', ' surprised']",excited,
hit:6310_conv:12621,nostalgic,"['nostalgic', 'sad', 'disappointed']",nostalgic,1.0
hit:10888_conv:21776,prepared,"['proud', 'excited', 'hopeful']",proud,
hit:2377_conv:4754,embarrassed,"['surprised', 'embarrassed', 'annoyed']",surprised,2.0
hit:3871_conv:7742,joyful,"['excited', ' grateful', ' hopeful']",excited,
hit:9301_conv:18603,caring,"['caring', 'sad', 'grateful']",caring,1.0
hit:9684_conv:19368,nostalgic,"['nostalgic', ' joyful', ' content']",nostalgic,1.0
hit:10181_conv:20362,devastated,"['disappointed', 'sad', 'frustrated']",disappointed,
hit:36_conv:73,disgusted,"['disgusted', ' surprised', ' relieved']",disgusted,1.0
hit:3871_conv:7742,joyful,"['excited', ' hopeful', ' proud']",excited,
hit:4655_conv:9311,sad,"['sad', ' nostalgic', ' disappointed']",sad,1.0
hit:9755_conv:19511,angry,"['angry', ' annoyed', ' frustrated']",angry,1.0
hit:11521_conv:23042,confident,"['hopeful', 'content', 'grateful']",hopeful,
hit:11970_conv:23940,faithful,"['proud', 'grateful', 'trusting']",proud,
hit:12105_conv:24210,furious,"['angry', ' annoyed', ' disappointed']",angry,
hit:2855_conv:5710,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:9755_conv:19511,angry,"['angry', 'annoyed', 'frustrated']",angry,1.0
hit:1027_conv:2055,surprised,"['excited', 'surprised', 'happy']",excited,2.0
hit:2855_conv:5710,proud,"['surprised', 'excited', 'impressed']",surprised,
hit:4784_conv:9569,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:6921_conv:13843,surprised,"['proud', ' grateful', ' accepting']",proud,
hit:7187_conv:14375,surprised,"['excited', 'surprised', 'happy']",excited,2.0
hit:1027_conv:2055,surprised,"['excited', 'proud', 'hopeful']",excited,
hit:2285_conv:4570,impressed,"['excited', 'hopeful', 'content']",excited,
hit:4847_conv:9694,sad,"['sad', ' upset', ' hopeful']",sad,1.0
hit:5031_conv:10062,furious,"['angry', 'furious', 'hopeful']",angry,2.0
hit:692_conv:1385,angry,"['angry', 'surprised', 'annoyed']",angry,1.0
hit:10006_conv:20012,afraid,"['sad', ' worried', ' sympathetic']",sad,
hit:11062_conv:22125,caring,"['sad', 'grateful', 'lonely']",sad,
hit:11403_conv:22806,embarrassed,"['embarrassed', 'anxious', 'surprised']",embarrassed,1.0
hit:5031_conv:10062,furious,"['surprised', 'excited', 'hopeful']",surprised,
hit:5439_conv:10878,trusting,"['anxious', ' anticipating', ' hopeful']",anxious,
hit:5881_conv:11762,anticipating,"['excited', 'hopeful', 'joyful']",excited,
hit:3082_conv:6165,nostalgic,"['nostalgic', ' happy', ' surprised']",nostalgic,1.0
hit:5439_conv:10878,trusting,"['annoyed', 'sad', 'disgusted']",annoyed,
hit:685_conv:1370,sad,"['proud', 'hopeful', 'content']",proud,
hit:8403_conv:16806,excited,"['excited', ' hopeful', ' joyful']",excited,1.0
hit:8850_conv:17700,lonely,"['lonely', ' annoyed', ' caring']",lonely,1.0
hit:11399_conv:22799,excited,"['excited', ' grateful', ' hopeful']",excited,1.0
hit:5571_conv:11143,lonely,"['sad', 'lonely', 'disappointed']",sad,2.0
hit:6451_conv:12903,lonely,"['lonely', ' hopeful', ' content']",lonely,1.0
hit:8403_conv:16806,excited,"['excited', 'impressed', 'hopeful']",excited,1.0
hit:11399_conv:22799,excited,"['proud', 'excited', 'content']",proud,2.0
hit:117_conv:235,content,"['proud', 'content', 'surprised']",proud,2.0
hit:3052_conv:6104,impressed,"['proud', 'sad', 'grateful']",proud,
hit:4379_conv:8759,content,"['disappointed', 'content', 'hopeful']",disappointed,2.0
hit:4962_conv:9924,faithful,"['angry', ' disgusted', ' proud']",angry,
hit:1876_conv:3753,guilty,"['guilty', ' ashamed', ' embarrassed']",guilty,1.0
hit:4705_conv:9410,grateful,"['excited', ' relieved', ' proud']",excited,
hit:5066_conv:10133,lonely,"['sad', ' hopeful', ' anxious']",sad,
hit:7659_conv:15319,anxious,"['excited', ' relieved', ' grateful']",excited,
hit:9633_conv:19266,anticipating,"['excited', ' hopeful', ' grateful']",excited,
hit:4435_conv:8870,ashamed,"['guilty', ' grateful', ' surprised']",guilty,
hit:4705_conv:9410,grateful,"['excited', ' proud', ' grateful']",excited,3.0
hit:7543_conv:15086,angry,"['angry', 'annoyed', 'frustrated']",angry,1.0
hit:8497_conv:16994,annoyed,"['annoyed', ' hopeful', ' caring']",annoyed,1.0
hit:8945_conv:17891,disappointed,"['disappointed', ' ashamed', ' caring']",disappointed,1.0
hit:1192_conv:2384,faithful,"['annoyed', ' annoyed', ' disappointed']",annoyed,
hit:1983_conv:3966,joyful,"['excited', 'happy', 'content']",excited,
hit:4435_conv:8870,ashamed,"['guilty', ' grateful', ' relieved']",guilty,
hit:6088_conv:12176,furious,"['angry', 'annoyed', 'jealous']",angry,
hit:7493_conv:14987,grateful,"['proud', ' grateful', ' excited']",proud,2.0
hit:12193_conv:24386,disappointed,"['sad', 'grateful', 'content']",sad,
hit:1983_conv:3966,joyful,"['content', ' relieved', ' satisfied']",content,
hit:4708_conv:9417,excited,"['jealous', 'anxious', 'content']",jealous,
hit:8128_conv:16256,angry,"['annoyed', ' disappointed', ' prepared']",annoyed,
hit:8431_conv:16863,caring,"['proud', ' joyful', ' excited']",proud,
hit:179_conv:359,surprised,"['surprised', 'sad', 'annoyed']",surprised,1.0
hit:5646_conv:11293,impressed,"['hopeful', ' proud', ' supportive']",hopeful,
hit:5898_conv:11796,devastated,"['annoyed', 'sad', 'sorry']",annoyed,
hit:6317_conv:12635,jealous,"['angry', ' annoyed', ' furious']",angry,
hit:6956_conv:13913,anticipating,"['hopeful', ' excited', ' anticipating']",hopeful,3.0
hit:8128_conv:16256,angry,"['excited', ' content', ' amused']",excited,
hit:4075_conv:8151,furious,"['angry', ' disappointed', ' hopeful']",angry,
hit:6543_conv:13087,afraid,"['terrified', 'relieved', 'surprised']",terrified,
hit:6956_conv:13913,anticipating,"['annoyed', ' surprised', ' disgusted']",annoyed,
hit:7144_conv:14288,sentimental,"['nostalgic', ' proud', ' sentimental']",nostalgic,3.0
hit:780_conv:1561,lonely,"['sad', 'lonely', 'disappointed']",sad,2.0
hit:11172_conv:22345,proud,"['proud', ' excited', ' grateful']",proud,1.0
hit:4075_conv:8151,furious,"['angry', ' disappointed', ' determined']",angry,
hit:4660_conv:9321,jealous,"['angry', ' jealous', ' surprised']",angry,2.0
hit:5671_conv:11342,guilty,"['guilty', 'sad', 'anxious']",guilty,1.0
hit:8563_conv:17126,hopeful,"['excited', 'hopeful', 'surprised']",excited,2.0
hit:11172_conv:22345,proud,"['proud', ' grateful', ' joyful']",proud,1.0
hit:4555_conv:9111,excited,"['excited', ' thrilled', ' impressed']",excited,1.0
hit:4732_conv:9464,surprised,"['proud', ' content', ' trusting']",proud,
hit:5191_conv:10383,impressed,"['proud', 'excited', 'hopeful']",proud,
hit:5721_conv:11442,annoyed,"['angry', ' annoyed', ' surprised']",angry,2.0
hit:11157_conv:22314,faithful,"['proud', ' content', ' faithful']",proud,3.0
hit:11313_conv:22627,devastated,"['sad', ' disappointed', ' guilty']",sad,
hit:1374_conv:2749,furious,"['angry', ' annoyed', ' disappointed']",angry,
hit:8162_conv:16325,guilty,"['disappointed', 'sad', 'guilty']",disappointed,3.0
hit:11157_conv:22314,faithful,"['angry', 'annoyed', 'sad']",angry,
hit:4389_conv:8778,trusting,"['worried', 'trustng', 'anxious']",worried,
hit:4514_conv:9029,confident,"['excited', ' hopeful', ' proud']",excited,
hit:456_conv:912,nostalgic,"['nostalgic', ' hopeful', ' wistful']",nostalgic,1.0
hit:7406_conv:14812,jealous,"['angry', 'sad', 'disgusted']",angry,
hit:9051_conv:18103,confident,"['proud', ' excited', ' joyful']",proud,
hit:10619_conv:21238,disappointed,"['sad', 'surprised', 'happy']",sad,
hit:456_conv:912,nostalgic,"['sad', ' nostalgic', ' hopeful']",sad,2.0
hit:4819_conv:9638,excited,"['excited', ' anticipating', ' hopeful']",excited,1.0
hit:7525_conv:15051,disgusted,"['disgusted', 'annoyed', 'apprehensive']",disgusted,1.0
hit:9622_conv:19245,disgusted,"['disgusted', 'annoyed', 'angry']",disgusted,1.0
hit:2522_conv:5045,nostalgic,"['nostalgic', ' surprised', ' hopeful']",nostalgic,1.0
hit:3010_conv:6020,joyful,"['excited', 'hopeful', 'content']",excited,
hit:4819_conv:9638,excited,"['excited', ' nostalgic', ' proud']",excited,1.0
hit:6943_conv:13887,terrified,"['afraid', 'sad', 'anxious']",afraid,
hit:8814_conv:17628,surprised,"['surprised', 'anxious', 'annoyed']",surprised,1.0
hit:126_conv:253,devastated,"['surprised', ' devastated', ' shocked']",surprised,2.0
hit:6098_conv:12196,nostalgic,"['joyful', 'excited', 'content']",joyful,
hit:6580_conv:13161,guilty,"['guilty', 'embarrassed', 'sad']",guilty,1.0
hit:6943_conv:13887,terrified,"['sad', ' disappointed', ' grateful']",sad,
hit:6996_conv:13993,surprised,"['excited', 'surprised', 'hopeful']",excited,2.0
hit:3731_conv:7462,apprehensive,"['hopeful', ' relieved', ' excited']",hopeful,
hit:4379_conv:8758,content,"['content', 'hopeful', 'curious']",content,1.0
hit:4592_conv:9184,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:6580_conv:13161,guilty,"['angry', ' disappointed', ' hopeful']",angry,
hit:8999_conv:17998,excited,"['nostalgic', ' content', ' surprised']",nostalgic,
hit:1214_conv:2429,guilty,"['disappointed', ' hopeful', ' anxious']",disappointed,
hit:12166_conv:24333,prepared,"['confident', 'excited', 'hopeful']",confident,
hit:209_conv:419,annoyed,"['annoyed', ' disappointed', ' bored']",annoyed,1.0
hit:3048_conv:6097,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,1.0
hit:9243_conv:18486,angry,"['angry', ' guilty', ' relieved']",angry,1.0
hit:10352_conv:20704,embarrassed,"['angry', ' devastated', ' embarrassed']",angry,3.0
hit:11897_conv:23794,grateful,"['grateful', ' content', ' joyful']",grateful,1.0
hit:1214_conv:2429,guilty,"['sad', 'embarrassed', 'disappointed']",sad,
hit:1230_conv:2460,anticipating,"['excited', ' annoyed', ' amused']",excited,
hit:9721_conv:19443,sentimental,"['nostalgic', 'surprised', 'hopeful']",nostalgic,
hit:10352_conv:20704,embarrassed,"['angry', ' relieved', ' proud']",angry,
hit:2004_conv:4009,hopeful,"['excited', 'hopeful', 'anxious']",excited,2.0
hit:6867_conv:13734,sad,"['sad', ' nostalgic', ' grateful']",sad,1.0
hit:9656_conv:19313,annoyed,"['annoyed', ' frustrated', ' understanding']",annoyed,1.0
hit:10753_conv:21506,content,"['happy', ' relaxed', ' grateful']",happy,
hit:10784_conv:21569,embarrassed,"['embarrassed', ' anxious', ' guilty']",embarrassed,1.0
hit:12395_conv:24790,anticipating,"['excited', 'hopeful', 'anxious']",excited,
hit:1994_conv:3988,furious,"['angry', ' annoyed', ' hopeful']",angry,
hit:6867_conv:13734,sad,"['content', ' hopeful', ' anticipating']",content,
hit:8207_conv:16415,proud,"['proud', 'excited', 'amazed']",proud,1.0
hit:10784_conv:21569,embarrassed,"['ashamed', ' sympathetic', ' hopeful']",ashamed,
hit:1737_conv:3474,impressed,"['nostalgic', ' disappointed', ' embarrassed']",nostalgic,
hit:1980_conv:3960,grateful,"['grateful', ' content', ' caring']",grateful,1.0
hit:5202_conv:10404,guilty,"['guilty', 'sad', 'hopeful']",guilty,1.0
hit:6117_conv:12235,apprehensive,"['anxious', 'relieved', 'content']",anxious,
hit:11428_conv:22856,embarrassed,"['embarrassed', ' ashamed', ' mortified']",embarrassed,1.0
hit:12350_conv:24700,angry,"['angry', 'annoyed', 'sad']",angry,1.0
hit:2410_conv:4821,sad,"['sad', ' disappointed', ' hopeful']",sad,1.0
hit:3040_conv:6080,sentimental,"['nostalgic', 'content', 'hopeful']",nostalgic,
hit:6117_conv:12235,apprehensive,"['anxious', ' anticipating', ' worried']",anxious,
hit:1460_conv:2921,prepared,"['proud', ' annoyed', ' content']",proud,
hit:2387_conv:4774,surprised,"['grateful', 'surprised', 'excited']",grateful,2.0
hit:6403_conv:12807,apprehensive,"['afraid', 'anxious', 'surprised']",afraid,
hit:7725_conv:15450,grateful,"['grateful', ' surprised', ' content']",grateful,1.0
hit:9727_conv:19455,afraid,"['afraid', 'surprised', 'anxious']",afraid,1.0
hit:10256_conv:20512,ashamed,"['guilty', ' ashamed', ' sad']",guilty,2.0
hit:1502_conv:3005,disgusted,"['disgusted', 'surprised', 'annoyed']",disgusted,1.0
hit:1979_conv:3959,surprised,"['devastated', 'surprised', 'anxious']",devastated,2.0
hit:2340_conv:4680,anxious,"['anxious', ' apprehensive', ' hopeful']",anxious,1.0
hit:7725_conv:15450,grateful,"['grateful', ' proud', ' content']",grateful,1.0
hit:10256_conv:20512,ashamed,"['disappointed', 'angry', 'surprised']",disappointed,
hit:1321_conv:2643,caring,"['grateful', ' caring', ' hopeful']",grateful,2.0
hit:8893_conv:17786,embarrassed,"['embarrassed', ' surprised', ' anxious']",embarrassed,1.0
hit:9311_conv:18622,apprehensive,"['anxious', 'apprehensive', 'worried']",anxious,2.0
hit:9812_conv:19625,devastated,"['sad', 'devastated', 'nostalgic']",sad,2.0
hit:10195_conv:20391,devastated,"['anxious', ' worried', ' regretful']",anxious,
hit:12233_conv:24467,impressed,"['surprised', ' disappointed', ' anxious']",surprised,
hit:6329_conv:12658,jealous,"['sad', ' angry', ' disappointed']",sad,
hit:6715_conv:13431,confident,"['confident', 'hopeful', 'excited']",confident,1.0
hit:8893_conv:17786,embarrassed,"['embarrassed', 'sad', 'ashamed']",embarrassed,1.0
hit:11552_conv:23105,proud,"['annoyed', ' disappointed', ' sad']",annoyed,
hit:1722_conv:3444,guilty,"['guilty', 'sad', 'hopeful']",guilty,1.0
hit:3909_conv:7819,furious,"['angry', 'annoyed', 'disgusted']",angry,
hit:8397_conv:16794,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:10615_conv:21231,disgusted,"['disgusted', 'annoyed', 'surprised']",disgusted,1.0
hit:1346_conv:2693,devastated,"['sad', ' upset', ' disappointed']",sad,
hit:2417_conv:4834,prepared,"['relieved', ' anticipating', ' grateful']",relieved,
hit:5638_conv:11276,surprised,"['angry', 'sad', 'anxious']",angry,
hit:10527_conv:21054,hopeful,"['excited', 'hopeful', 'grateful']",excited,2.0
hit:1346_conv:2693,devastated,"['hopeful', 'confident', 'grateful']",hopeful,
hit:3757_conv:7514,angry,"['sad', 'proud', 'disappointed']",sad,
hit:9389_conv:18779,excited,"['excited', ' grateful', ' hopeful']",excited,1.0
hit:9461_conv:18922,devastated,"['sad', ' angry', ' relieved']",sad,
hit:12146_conv:24292,embarrassed,"['embarrassed', ' curious', ' hopeful']",embarrassed,1.0
hit:4360_conv:8720,excited,"['excited', ' hopeful', ' proud']",excited,1.0
hit:4539_conv:9078,disgusted,"['disgusted', ' disappointed', ' hopeful']",disgusted,1.0
hit:6037_conv:12075,anticipating,"['excited', 'hopeful', 'sad']",excited,
hit:622_conv:1245,lonely,"['sad', 'lonely', 'empathetic']",sad,2.0
hit:7394_conv:14789,apprehensive,"['frustrated', ' annoyed', ' anxious']",frustrated,
hit:8290_conv:16581,anxious,"['excited', ' joyful', ' grateful']",excited,
hit:9599_conv:19199,grateful,"['excited', 'happy', 'content']",excited,
hit:116_conv:233,disappointed,"['sad', ' hopeful', ' surprised']",sad,
hit:3724_conv:7448,caring,"['excited', ' hopeful', ' joyful']",excited,
hit:7394_conv:14789,apprehensive,"['angry', ' afraid', ' frustrated']",angry,
hit:8941_conv:17882,disgusted,"['disgusted', 'sad', 'annoyed']",disgusted,1.0
hit:9355_conv:18710,furious,"['angry', 'sad', 'frustrated']",angry,
hit:10162_conv:20324,faithful,"['hopeful', 'confident', 'faithful']",hopeful,3.0
hit:3724_conv:7448,caring,"['excited', ' hopeful', ' joyful']",excited,
hit:4578_conv:9157,impressed,"['impressed', 'inspired', 'surprised']",impressed,1.0
hit:6364_conv:12728,surprised,"['surprised', 'disappointed', 'hopeful']",surprised,1.0
hit:638_conv:1276,content,"['disappointed', 'hopeful', 'content']",disappointed,3.0
hit:10849_conv:21698,anticipating,"['excited', 'proud', 'grateful']",excited,
hit:11392_conv:22784,impressed,"['proud', ' impressed', ' hopeful']",proud,2.0
hit:2242_conv:4485,surprised,"['proud', ' grateful', ' content']",proud,
hit:5338_conv:10676,impressed,"['proud', 'hopeful', 'content']",proud,
hit:11082_conv:22164,trusting,"['proud', ' grateful', ' safe']",proud,
hit:2073_conv:4146,faithful,"['angry', ' hopeful', ' amused']",angry,
hit:3826_conv:7653,content,"['excited', 'hopeful', 'content']",excited,3.0
hit:5338_conv:10676,impressed,"['proud', ' excited', ' impressed']",proud,3.0
hit:9935_conv:19871,content,"['excited', ' grateful', ' content']",excited,3.0
hit:229_conv:458,anticipating,"['excited', ' hopeful', ' content']",excited,
hit:2947_conv:5894,content,"['content', ' hopeful', ' relieved']",content,1.0
hit:7424_conv:14848,furious,"['disappointed', 'angry', 'anxious']",disappointed,
hit:7568_conv:15137,disgusted,"['disgusted', 'annoyed', 'surprised']",disgusted,1.0
hit:8503_conv:17006,trusting,"['sad', ' disappointed', ' anxious']",sad,
hit:10358_conv:20717,faithful,"['proud', 'grateful', 'hopeful']",proud,
