conv_id,Original_Labels,Top_3_Emotion_Pred,1st_Emotion_Pred,2nd_Emotion_Pred,3rd_Emotion_Pred,Pred_Emo_Position
hit:5970_conv:11941,angry,"['annoyed', ' worried', ' cautious']",annoyed,worried,cautious,
hit:2542_conv:5085,disappointed,"['frustrated', 'sad', 'hopeful']",frustrated,sad,hopeful,
hit:7654_conv:15308,angry,"['annoyed', ' grateful', ' understanding']",annoyed,grateful,understanding,
hit:8869_conv:17738,surprised,"['excited', ' happy', ' surprised']",excited,happy,surprised,3.0
hit:8895_conv:17790,annoyed,"['annoyed', 'disappointed', 'frustrated']",annoyed,disappointed,frustrated,1.0
hit:3253_conv:6506,trusting,"['anxious', 'trust', 'concerned']",anxious,trust,concerned,
hit:5367_conv:10734,devastated,"['devastated', 'sad', 'supportive']",devastated,sad,supportive,1.0
hit:9302_conv:18604,embarrassed,"['embarrassed', ' amused', ' relieved']",embarrassed,amused,relieved,1.0
hit:4508_conv:9016,content,"['content', ' curious', ' trusting']",content,curious,trusting,1.0
hit:5701_conv:11403,apprehensive,"['anxious', ' afraid', ' concerned']",anxious,afraid,concerned,
hit:9017_conv:18034,anxious,"['anxious', 'nervous', 'relieved']",anxious,nervous,relieved,1.0
hit:3703_conv:7407,impressed,"['surprised', 'excited', 'curious']",surprised,excited,curious,
hit:11800_conv:23601,terrified,"['anxious', 'worried', 'afraid']",anxious,worried,afraid,
hit:5327_conv:10654,ashamed,"['embarrassed', 'concerned', 'sympathetic']",embarrassed,concerned,sympathetic,
hit:6537_conv:13075,angry,"['angry', ' disappointed', ' betrayed']",angry,disappointed,betrayed,1.0
hit:8349_conv:16698,surprised,"['grateful', ' touched', ' appreciative']",grateful,touched,appreciative,
hit:8916_conv:17832,annoyed,"['concerned', 'frustrated', 'disappointed']",concerned,frustrated,disappointed,
hit:11740_conv:23481,furious,"['angry', 'frustrated', 'disappointed']",angry,frustrated,disappointed,
hit:5947_conv:11894,disappointed,"['disappointed', 'sad', 'frustrated']",disappointed,sad,frustrated,1.0
hit:12144_conv:24289,apprehensive,"['confident', 'anxious', 'amused']",confident,anxious,amused,
hit:8942_conv:17884,grateful,"['content', 'hopeful', 'satisfied']",content,hopeful,satisfied,
hit:9330_conv:18660,joyful,"['happy', 'excited', 'hopeful']",happy,excited,hopeful,
hit:10880_conv:21761,caring,"['grateful', 'sympathetic', 'relieved']",grateful,sympathetic,relieved,
hit:4518_conv:9037,furious,"['angry', 'upset', 'furious']",angry,upset,furious,3.0
hit:3049_conv:6098,afraid,"['anxious', 'worried', 'afraid']",anxious,worried,afraid,3.0
hit:5418_conv:10836,caring,"['excited', ' proud', ' happy']",excited,proud,happy,
hit:7210_conv:14421,apprehensive,"['anxious', 'afraid', 'nervous']",anxious,afraid,nervous,
hit:749_conv:1498,afraid,"['afraid', 'sad', 'relieved']",afraid,sad,relieved,1.0
hit:9745_conv:19491,embarrassed,"['embarrassed', 'humiliated', 'surprised']",embarrassed,humiliated,surprised,1.0
hit:12392_conv:24784,jealous,"['jealous', ' frustrated', ' surprised']",jealous,frustrated,surprised,1.0
hit:4194_conv:8388,grateful,"['frustrated', 'annoyed', 'understanding']",frustrated,annoyed,understanding,
hit:1195_conv:2391,trusting,"['trusting', 'alone', 'confident']",trusting,alone,confident,1.0
hit:754_conv:1508,annoyed,"['annoyed', 'grateful', 'curious']",annoyed,grateful,curious,1.0
hit:9310_conv:18621,annoyed,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,2.0
hit:10996_conv:21992,devastated,"['sad', 'surprised', 'concerned']",sad,surprised,concerned,
hit:12010_conv:24020,guilty,"['indifferent', 'guilty', 'content']",indifferent,guilty,content,2.0
hit:7707_conv:15415,prepared,"['anxious', 'stressed', 'excited']",anxious,stressed,excited,
hit:9816_conv:19633,confident,"['proud', ' overwhelmed', ' hopeful']",proud,overwhelmed,hopeful,
hit:4023_conv:8046,furious,"['angry', 'frustrated', 'sad']",angry,frustrated,sad,
hit:1029_conv:2059,nostalgic,"['nostalgic', ' longing', ' hopeful']",nostalgic,longing,hopeful,1.0
hit:7369_conv:14739,furious,"['devastated', ' worried', ' hopeful']",devastated,worried,hopeful,
hit:11261_conv:22522,sentimental,"['excited', 'envious', 'hopeful']",excited,envious,hopeful,
hit:5223_conv:10446,faithful,"['content', ' faithful', ' satisfied']",content,faithful,satisfied,2.0
hit:5229_conv:10458,annoyed,"['annoyed', ' relieved', ' grateful']",annoyed,relieved,grateful,1.0
hit:6644_conv:13288,joyful,"['happy', 'excited', 'hopeful']",happy,excited,hopeful,
hit:933_conv:1866,devastated,"['sad', 'anxious', 'worried']",sad,anxious,worried,
hit:12333_conv:24666,impressed,"['impressed', 'caring', 'curious']",impressed,caring,curious,1.0
hit:5405_conv:10810,content,"['hopeful', 'content', 'relieved']",hopeful,content,relieved,2.0
hit:7502_conv:15005,angry,"['annoyed', ' upset', ' frustrated']",annoyed,upset,frustrated,
hit:4029_conv:8059,excited,"['excited', 'happy', 'jealous']",excited,happy,jealous,1.0
hit:5429_conv:10859,hopeful,"['anxious', 'frustrated', 'hopeful']",anxious,frustrated,hopeful,3.0
hit:8345_conv:16691,content,"['happy', 'content', 'grateful']",happy,content,grateful,2.0
hit:8676_conv:17353,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,angry,frustrated,1.0
hit:2693_conv:5386,afraid,"['anxious', 'sad', 'frustrated']",anxious,sad,frustrated,
hit:4472_conv:8945,confident,"['proud', ' relieved', ' happy']",proud,relieved,happy,
hit:6471_conv:12943,content,"['content', ' satisfied', ' happy']",content,satisfied,happy,1.0
hit:9448_conv:18896,angry,"['annoyed', 'frustrated', 'sad']",annoyed,frustrated,sad,
hit:11791_conv:23582,ashamed,"['embarrassed', 'anxious', 'amused']",embarrassed,anxious,amused,
hit:11192_conv:22384,afraid,"['afraid', 'anxious', 'uncomfortable']",afraid,anxious,uncomfortable,1.0
hit:7832_conv:15664,excited,"['excited', 'hopeful', 'happy']",excited,hopeful,happy,1.0
hit:8707_conv:17414,surprised,"['terrified', ' shocked', ' concerned']",terrified,shocked,concerned,
hit:12218_conv:24437,afraid,"['afraid', 'anxious', 'relieved']",afraid,anxious,relieved,1.0
hit:4723_conv:9447,disgusted,"['happy', ' grateful', ' surprised']",happy,grateful,surprised,
hit:7069_conv:14139,surprised,"['excited', ' grateful', ' happy']",excited,grateful,happy,
hit:9999_conv:19999,apprehensive,"['terrified', ' excited', ' relieved']",terrified,excited,relieved,
hit:7273_conv:14547,anxious,"['anxious', 'worried', 'sad']",anxious,worried,sad,1.0
hit:8435_conv:16871,caring,"['caring', ' grateful', ' curious']",caring,grateful,curious,1.0
hit:5469_conv:10939,annoyed,"['annoyed', 'frustrated', 'disappointed']",annoyed,frustrated,disappointed,1.0
hit:10981_conv:21963,anxious,"['anxious', 'relieved', 'content']",anxious,relieved,content,1.0
hit:1624_conv:3249,excited,"['excited', 'proud', 'curious']",excited,proud,curious,1.0
hit:8997_conv:17994,ashamed,"['guilty', 'embarrassed', 'curious']",guilty,embarrassed,curious,
hit:3775_conv:7550,surprised,"['surprised', ' amused', ' excited']",surprised,amused,excited,1.0
hit:11425_conv:22850,disappointed,"['disappointed', 'happy', 'sad']",disappointed,happy,sad,1.0
hit:1871_conv:3742,proud,"['hopeful', ' grateful', ' relieved']",hopeful,grateful,relieved,
hit:8667_conv:17334,anxious,"['anxious', 'nervous', 'hopeful']",anxious,nervous,hopeful,1.0
hit:10154_conv:20308,embarrassed,"['embarrassed', ' disappointed', ' sympathetic']",embarrassed,disappointed,sympathetic,1.0
hit:11387_conv:22775,joyful,"['nostalgic', ' hopeful', ' amused']",nostalgic,hopeful,amused,
hit:12351_conv:24703,sad,"['sad', ' supportive', ' caring']",sad,supportive,caring,1.0
hit:11061_conv:22122,grateful,"['grateful', ' happy', ' content']",grateful,happy,content,1.0
hit:11318_conv:22637,embarrassed,"['embarrassed', 'amused', 'surprised']",embarrassed,amused,surprised,1.0
hit:959_conv:1919,guilty,"['guilty', 'ashamed', 'tempted']",guilty,ashamed,tempted,1.0
hit:11297_conv:22594,trusting,"['proud', 'hopeful', 'trustful']",proud,hopeful,trustful,
hit:4852_conv:9705,furious,"['frustrated', 'annoyed', 'angry']",frustrated,annoyed,angry,
hit:5906_conv:11812,ashamed,"['embarrassed', 'sad', 'sympathetic']",embarrassed,sad,sympathetic,
hit:3813_conv:7626,annoyed,"['anxious', ' annoyed', ' curious']",anxious,annoyed,curious,2.0
hit:11283_conv:22567,caring,"['sad', 'concerned', 'hopeful']",sad,concerned,hopeful,
hit:8935_conv:17870,grateful,"['grateful', 'happy', 'relieved']",grateful,happy,relieved,1.0
hit:10855_conv:21710,ashamed,"['embarrassed', 'awkward', 'hopeful']",embarrassed,awkward,hopeful,
hit:6108_conv:12217,content,"['content', 'happy', ' hopeful']",content,happy,hopeful,1.0
hit:10473_conv:20946,trusting,"['confident', 'curious', 'excited']",confident,curious,excited,
hit:3180_conv:6361,disappointed,"['sad', 'not surprised', 'hopeful']",sad,not surprised,hopeful,
hit:5695_conv:11391,prepared,"['surprised', ' relieved', ' content']",surprised,relieved,content,
hit:2853_conv:5707,anxious,"['anxious', 'nervous', 'curious']",anxious,nervous,curious,1.0
hit:5288_conv:10577,joyful,"['excited', 'happy', 'content']",excited,happy,content,
hit:686_conv:1372,caring,"['cared for', 'grateful', 'nostalgic']",cared for,grateful,nostalgic,
hit:7257_conv:14515,guilty,"['guilty', 'annoyed', 'amused']",guilty,annoyed,amused,1.0
hit:7807_conv:15614,furious,"['annoyed', 'disgusted', 'frustrated']",annoyed,disgusted,frustrated,
hit:8866_conv:17733,annoyed,"['annoyed', 'amused', 'bothered']",annoyed,amused,bothered,1.0
hit:3336_conv:6673,prepared,"['afraid', 'anxious', 'concerned']",afraid,anxious,concerned,
hit:11715_conv:23430,annoyed,"['frustrated', ' annoyed', ' disappointed']",frustrated,annoyed,disappointed,2.0
hit:3460_conv:6921,jealous,"['jealous', ' envious', ' hopeful']",jealous,envious,hopeful,1.0
hit:11410_conv:22821,trusting,"['terrified', 'brave', 'excited']",terrified,brave,excited,
hit:2430_conv:4861,annoyed,"['annoyed', ' anxious', ' worried']",annoyed,anxious,worried,1.0
hit:8213_conv:16426,embarrassed,"['embarrassed', 'amused', 'content']",embarrassed,amused,content,1.0
hit:2179_conv:4358,prepared,"['anxious', 'protective', 'scared']",anxious,protective,scared,
hit:3053_conv:6106,impressed,"['happy', 'excited', 'content']",happy,excited,content,
hit:309_conv:619,surprised,"['anxious', 'stressed', 'nervous']",anxious,stressed,nervous,
hit:2669_conv:5339,furious,"['angry', 'sad', 'frustrated']",angry,sad,frustrated,
hit:6481_conv:12963,joyful,"['excited', 'happy', 'anticipating']",excited,happy,anticipating,
hit:8373_conv:16747,anxious,"['anxious', 'worried', 'encouraging']",anxious,worried,encouraging,1.0
hit:6875_conv:13750,furious,"['angry', 'tired', 'relieved']",angry,tired,relieved,
hit:883_conv:1767,terrified,"['grateful', ' relieved', ' worried']",grateful,relieved,worried,
hit:1803_conv:3607,angry,"['angry', 'sad', 'frustrated']",angry,sad,frustrated,1.0
hit:235_conv:471,annoyed,"['annoyed', 'tired', 'amused']",annoyed,tired,amused,1.0
hit:5284_conv:10569,anticipating,"['anxious', ' relieved', ' frustrated']",anxious,relieved,frustrated,
hit:3906_conv:7813,surprised,"['grateful', ' impressed', ' happy']",grateful,impressed,happy,
hit:4474_conv:8949,grateful,"['grateful', 'afraid', 'stressed']",grateful,afraid,stressed,1.0
hit:11181_conv:22362,joyful,"['happy', ' content', ' grateful']",happy,content,grateful,
hit:4272_conv:8544,disgusted,"['concerned', 'sad', 'grateful']",concerned,sad,grateful,
hit:4541_conv:9083,grateful,"['proud', 'grateful', 'admiring']",proud,grateful,admiring,2.0
hit:243_conv:486,excited,"['excited', 'happy', 'content']",excited,happy,content,1.0
hit:6475_conv:12951,content,"['content', 'relaxed', 'hopeful']",content,relaxed,hopeful,1.0
hit:84_conv:169,terrified,"['afraid', 'nervous', 'anxious']",afraid,nervous,anxious,
hit:9227_conv:18454,annoyed,"['annoyed', 'frustrated', 'worried']",annoyed,frustrated,worried,1.0
hit:10148_conv:20297,content,"['content', ' relieved', ' grateful']",content,relieved,grateful,1.0
hit:11118_conv:22237,caring,"['sad', ' hopeful', ' forgiving']",sad,hopeful,forgiving,
hit:11709_conv:23419,disappointed,"['disappointed', 'sad', 'frustrated']",disappointed,sad,frustrated,1.0
hit:2759_conv:5518,afraid,"['terrified', ' anxious', ' worried']",terrified,anxious,worried,
hit:5026_conv:10052,disappointed,"['disappointed', ' anxious', ' frustrated']",disappointed,anxious,frustrated,1.0
hit:772_conv:1544,terrified,"['devastated', 'sad', 'relieved']",devastated,sad,relieved,
hit:10176_conv:20353,caring,"['happy', 'excited', 'content']",happy,excited,content,
hit:1472_conv:2944,angry,"['angry', 'sad', 'supporting']",angry,sad,supporting,1.0
hit:5246_conv:10493,ashamed,"['guilty', 'anxious', 'amused']",guilty,anxious,amused,
hit:8586_conv:17172,furious,"['angry', 'annoyed', 'competitive']",angry,annoyed,competitive,
hit:130_conv:260,anxious,"['anxious', 'relieved', 'hopeful']",anxious,relieved,hopeful,1.0
hit:1993_conv:3986,grateful,"['happy', 'grateful', 'content']",happy,grateful,content,2.0
hit:6292_conv:12584,ashamed,"['angry', ' shocked', ' embarrassed']",angry,shocked,embarrassed,
hit:8466_conv:16932,joyful,"['grateful', ' happy', ' content']",grateful,happy,content,
hit:10539_conv:21078,anxious,"['anxious', 'insecure', 'hopeful']",anxious,insecure,hopeful,1.0
hit:8270_conv:16541,impressed,"['afraid', ' relieved', ' grateful']",afraid,relieved,grateful,
hit:8034_conv:16068,embarrassed,"['embarrassed', ' amused', ' anxious']",embarrassed,amused,anxious,1.0
hit:8889_conv:17778,anxious,"['anxious', 'worried', 'afraid']",anxious,worried,afraid,1.0
hit:9442_conv:18884,content,"['relieved', ' hopeful', ' content']",relieved,hopeful,content,3.0
hit:1209_conv:2418,disgusted,"['disgusted', 'annoyed', 'relieved']",disgusted,annoyed,relieved,1.0
hit:5615_conv:11230,content,"['happy', ' satisfied', ' content']",happy,satisfied,content,3.0
hit:6701_conv:13403,proud,"['proud', 'happy', 'excited']",proud,happy,excited,1.0
hit:9843_conv:19686,anticipating,"['excited', ' hopeful', ' curious']",excited,hopeful,curious,
hit:11969_conv:23939,disgusted,"['terrified', 'afraid', 'horrified']",terrified,afraid,horrified,
hit:1603_conv:3206,disgusted,"['annoyed', ' disappointed', ' unsurprised']",annoyed,disappointed,unsurprised,
hit:1390_conv:2781,nostalgic,"['nostalgic', 'curious', 'confused']",nostalgic,curious,confused,1.0
hit:3438_conv:6877,lonely,"['surprised', 'sad', 'concerned']",surprised,sad,concerned,
hit:5274_conv:10549,furious,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,
hit:8917_conv:17834,apprehensive,"['anxious', ' afraid', ' worried']",anxious,afraid,worried,
hit:1367_conv:2735,hopeful,"['hopeful', 'encouraged', 'anxious']",hopeful,encouraged,anxious,1.0
hit:3173_conv:6346,anticipating,"['excited', ' anticipating', ' curious']",excited,anticipating,curious,2.0
hit:2275_conv:4551,annoyed,"['annoyed', 'sad', 'frustrated']",annoyed,sad,frustrated,1.0
hit:1852_conv:3705,annoyed,"['annoyed', ' cranky', ' frustrated']",annoyed,cranky,frustrated,1.0
hit:2802_conv:5604,content,"['happy', 'content', 'proud']",happy,content,proud,2.0
hit:5144_conv:10289,surprised,"['surprised', 'hopeful', 'amused']",surprised,hopeful,amused,1.0
hit:5790_conv:11581,sad,"['sad', 'devastated', 'shocked']",sad,devastated,shocked,1.0
hit:4363_conv:8726,anxious,"['anxious', ' hopeful', ' amused']",anxious,hopeful,amused,1.0
hit:5540_conv:11080,anxious,"['anxious', ' relieved', ' hopeful']",anxious,relieved,hopeful,1.0
hit:12255_conv:24511,anxious,"['anxious', 'hopeful', 'nervous']",anxious,hopeful,nervous,1.0
hit:1472_conv:2945,proud,"['proud', 'happy', 'excited']",proud,happy,excited,1.0
hit:7029_conv:14058,surprised,"['surprised', 'happy', 'lonely']",surprised,happy,lonely,1.0
hit:12042_conv:24085,disappointed,"['worried', ' disappointed', ' hopeful']",worried,disappointed,hopeful,2.0
hit:1777_conv:3555,disappointed,"['disappointed', 'hopeful', 'encouraging']",disappointed,hopeful,encouraging,1.0
hit:1290_conv:2580,annoyed,"['angry', ' annoyed', ' relieved']",angry,annoyed,relieved,2.0
hit:3892_conv:7785,angry,"['angry', ' annoyed', ' satisfied']",angry,annoyed,satisfied,1.0
hit:6322_conv:12644,prepared,"['grateful', ' relieved', ' excited']",grateful,relieved,excited,
hit:8018_conv:16037,terrified,"['afraid', 'anxious', 'nervous']",afraid,anxious,nervous,
hit:9591_conv:19182,hopeful,"['disgusted', 'annoyed', 'relieved']",disgusted,annoyed,relieved,
hit:11225_conv:22450,faithful,"['grateful', 'happy', 'relieved']",grateful,happy,relieved,
hit:7066_conv:14132,disappointed,"['disappointed', 'sad', 'encouraging']",disappointed,sad,encouraging,1.0
hit:3623_conv:7246,annoyed,"['angry', 'furious', 'frustrated']",angry,furious,frustrated,
hit:5_conv:11,jealous,"['jealous', ' disappointed', ' envious']",jealous,disappointed,envious,1.0
hit:6420_conv:12841,terrified,"['terrified', ' surprised', ' relieved']",terrified,surprised,relieved,1.0
hit:10956_conv:21912,furious,"['annoyed', 'disgusted', 'amused']",annoyed,disgusted,amused,
hit:3089_conv:6178,surprised,"['surprised', ' nostalgic', ' amused']",surprised,nostalgic,amused,1.0
hit:8966_conv:17933,terrified,"['nervous', 'hopeful', 'anxious']",nervous,hopeful,anxious,
hit:11064_conv:22128,annoyed,"['angry', ' relieved', ' annoyed']",angry,relieved,annoyed,3.0
hit:4388_conv:8777,embarrassed,"['annoyed', 'surprised', 'relieved']",annoyed,surprised,relieved,
hit:10410_conv:20820,terrified,"['anxious', ' afraid', ' relieved']",anxious,afraid,relieved,
hit:4356_conv:8713,jealous,"['jealous', ' hopeful', ' understanding']",jealous,hopeful,understanding,1.0
hit:9587_conv:19175,furious,"['angry', 'sad', 'frustrated']",angry,sad,frustrated,
hit:10178_conv:20356,content,"['happy', ' grateful', ' nostalgic']",happy,grateful,nostalgic,
hit:7112_conv:14225,impressed,"['impressed', ' surprised', ' curious']",impressed,surprised,curious,1.0
hit:9259_conv:18518,confident,"['anxious', ' hopeful', ' relieved']",anxious,hopeful,relieved,
hit:3440_conv:6880,surprised,"['surprised', 'happy', 'content']",surprised,happy,content,1.0
hit:5067_conv:10135,disappointed,"['disappointed', ' annoyed', ' frustrated']",disappointed,annoyed,frustrated,1.0
hit:7130_conv:14260,proud,"['surprised', ' nostalgic', ' concerned']",surprised,nostalgic,concerned,
hit:8_conv:16,prepared,"['relieved', ' afraid', ' grateful']",relieved,afraid,grateful,
hit:11391_conv:22782,apprehensive,"['anxious', 'relieved', 'hopeful']",anxious,relieved,hopeful,
hit:2747_conv:5494,embarrassed,"['embarrassed', ' amused', ' nostalgic']",embarrassed,amused,nostalgic,1.0
hit:338_conv:677,apprehensive,"['anxious', 'worried', 'hopeful']",anxious,worried,hopeful,
hit:6627_conv:13254,caring,"['curious', ' content', ' anticipating']",curious,content,anticipating,
hit:12300_conv:24601,excited,"['excited', 'hopeful', 'curious']",excited,hopeful,curious,1.0
hit:4733_conv:9466,terrified,"['afraid', 'amused', 'anxious']",afraid,amused,anxious,
hit:3274_conv:6549,apprehensive,"['anxious', ' hesitant', ' conflicted']",anxious,hesitant,conflicted,
hit:4311_conv:8623,lonely,"['sad', 'comforting', 'lonely']",sad,comforting,lonely,3.0
hit:1858_conv:3716,content,"['content', ' happy', ' grateful']",content,happy,grateful,1.0
hit:462_conv:924,hopeful,"['anxious', 'stressed', 'sad']",anxious,stressed,sad,
hit:5341_conv:10683,angry,"['anxious', ' worried', ' guilty']",anxious,worried,guilty,
hit:11120_conv:22240,confident,"['proud', ' relieved', ' excited']",proud,relieved,excited,
hit:12230_conv:24461,jealous,"['jealous', ' grateful', ' envious']",jealous,grateful,envious,1.0
hit:4788_conv:9576,trusting,"['grateful', ' afraid', ' amused']",grateful,afraid,amused,
hit:5083_conv:10167,terrified,"['afraid', 'anxious', 'nervous']",afraid,anxious,nervous,
hit:11508_conv:23017,ashamed,"['disappointed', 'sad', 'encouraging']",disappointed,sad,encouraging,
hit:11813_conv:23627,grateful,"['grateful', ' relieved', ' surprised']",grateful,relieved,surprised,1.0
hit:2252_conv:4505,surprised,"['surprised', 'sad', 'concerned']",surprised,sad,concerned,1.0
hit:7721_conv:15443,proud,"['grateful', 'happy', 'content']",grateful,happy,content,
hit:11416_conv:22833,trusting,"['confident', 'hopeful', 'amused']",confident,hopeful,amused,
hit:8293_conv:16587,joyful,"['excited', 'happy', 'curious']",excited,happy,curious,
hit:9787_conv:19575,disgusted,"['disgusted', ' surprised', ' amused']",disgusted,surprised,amused,1.0
hit:3759_conv:7519,confident,"['excited', 'proud', 'relieved']",excited,proud,relieved,
hit:6169_conv:12339,proud,"['happy', ' proud', ' surprised']",happy,proud,surprised,2.0
hit:9023_conv:18046,jealous,"['jealous', ' joking', ' contemplating']",jealous,joking,contemplating,1.0
hit:9107_conv:18215,furious,"['angry', ' frustrated', ' disappointed']",angry,frustrated,disappointed,
hit:10180_conv:20361,devastated,"['afraid', 'relieved', 'sad']",afraid,relieved,sad,
hit:4506_conv:9012,annoyed,"['angry', ' shocked', ' determined']",angry,shocked,determined,
hit:11305_conv:22610,content,"['proud', 'happy', 'surprised']",proud,happy,surprised,
hit:2414_conv:4828,furious,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,
hit:3011_conv:6022,disgusted,"['disgusted', 'annoyed', 'frustrated']",disgusted,annoyed,frustrated,1.0
hit:6729_conv:13459,terrified,"['excited', ' happy', ' hopeful']",excited,happy,hopeful,
hit:6546_conv:13093,anxious,"['nervous', 'stressed', 'hopeful']",nervous,stressed,hopeful,
hit:7686_conv:15373,terrified,"['terrified', 'relieved', 'anxious']",terrified,relieved,anxious,1.0
hit:4062_conv:8124,surprised,"['excited', 'surprised', 'happy']",excited,surprised,happy,2.0
hit:4229_conv:8458,disappointed,"['frustrated', 'sad', 'anxious']",frustrated,sad,anxious,
hit:2658_conv:5317,jealous,"['jealous', ' envious', ' hopeful']",jealous,envious,hopeful,1.0
hit:5083_conv:10166,furious,"['annoyed', 'sad', 'frustrated']",annoyed,sad,frustrated,
hit:9853_conv:19707,jealous,"['jealous', ' happy', ' envious']",jealous,happy,envious,1.0
hit:2327_conv:4655,devastated,"['sad', 'anxious', 'worried']",sad,anxious,worried,
hit:3268_conv:6536,joyful,"['excited', ' happy', ' grateful']",excited,happy,grateful,
hit:9262_conv:18524,lonely,"['lonely', ' understanding', ' caring']",lonely,understanding,caring,1.0
hit:10349_conv:20699,jealous,"['annoyed', 'jealous', 'trustingsentimental']",annoyed,jealous,trustingsentimental,2.0
hit:10950_conv:21901,afraid,"['relieved', 'grateful', 'anxious']",relieved,grateful,anxious,
hit:646_conv:1293,anxious,"['anxious', 'avoiding', 'aprehensive']",anxious,avoiding,aprehensive,1.0
hit:9700_conv:19401,furious,"['angry', 'frustrated', 'sad']",angry,frustrated,sad,
hit:454_conv:909,sad,"['sad', 'empathetic', 'sentimental']",sad,empathetic,sentimental,1.0
hit:991_conv:1983,embarrassed,"['embarrassed', 'silly', 'anxious']",embarrassed,silly,anxious,1.0
hit:1268_conv:2536,confident,"['confident', 'angry', 'frustrated']",confident,angry,frustrated,1.0
hit:5378_conv:10757,angry,"['annoyed', 'frustrated', 'angry']",annoyed,frustrated,angry,3.0
hit:9377_conv:18755,jealous,"['jealous', 'envious', 'angry']",jealous,envious,angry,1.0
hit:7088_conv:14177,anxious,"['anxious', 'stressed', 'hopeful']",anxious,stressed,hopeful,1.0
hit:2719_conv:5439,angry,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,1.0
hit:7056_conv:14112,annoyed,"['angry', ' furious', ' concerned']",angry,furious,concerned,
hit:8128_conv:16257,disgusted,"['sad', ' horrified', ' concerned']",sad,horrified,concerned,
hit:1962_conv:3925,grateful,"['sad', 'supportive', 'surprised']",sad,supportive,surprised,
hit:4228_conv:8457,impressed,"['excited', ' envious', ' proud']",excited,envious,proud,
hit:125_conv:250,prepared,"['confident', ' hopeful', ' relieved']",confident,hopeful,relieved,
hit:9074_conv:18149,angry,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,1.0
hit:9134_conv:18268,annoyed,"['annoyed', 'sad', 'frustrated']",annoyed,sad,frustrated,1.0
hit:1237_conv:2474,caring,"['sad', 'grateful', 'empathetic']",sad,grateful,empathetic,
hit:5599_conv:11198,caring,"['sad', 'compassionate', 'proud']",sad,compassionate,proud,
hit:12419_conv:24838,embarrassed,"['embarrassed', 'amused', 'relieved']",embarrassed,amused,relieved,1.0
hit:7693_conv:15386,nostalgic,"['nostalgic', ' content', ' envious']",nostalgic,content,envious,1.0
hit:7883_conv:15767,impressed,"['happy', 'excited', 'hopeful']",happy,excited,hopeful,
hit:2703_conv:5407,joyful,"['excited', 'happy', 'hopeful']",excited,happy,hopeful,
hit:9138_conv:18277,annoyed,"['disappointed', ' anxious', ' frustrated']",disappointed,anxious,frustrated,
hit:6358_conv:12717,annoyed,"['annoyed', ' annoyed', ' reluctant']",annoyed,annoyed,reluctant,1.0
hit:25_conv:51,caring,"['concerned', 'sad', 'curious']",concerned,sad,curious,
hit:3038_conv:6077,annoyed,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,2.0
hit:4515_conv:9031,excited,"['excited', 'happy', 'hopeful']",excited,happy,hopeful,1.0
hit:3713_conv:7426,ashamed,"['guilty', ' anxious', ' worried']",guilty,anxious,worried,
hit:320_conv:641,grateful,"['grateful', 'worried', 'relieved']",grateful,worried,relieved,1.0
hit:3170_conv:6341,jealous,"['jealous', 'insecure', 'surprised']",jealous,insecure,surprised,1.0
hit:620_conv:1240,apprehensive,"['excited', 'nervous', 'happy']",excited,nervous,happy,
hit:11357_conv:22714,trusting,"['anxious', ' worried', ' trusting']",anxious,worried,trusting,3.0
hit:7687_conv:15375,confident,"['proud', ' confident', ' relieved']",proud,confident,relieved,2.0
hit:8463_conv:16926,nostalgic,"['nostalgic', ' hopeful', ' amused']",nostalgic,hopeful,amused,1.0
hit:11539_conv:23078,confident,"['excited', 'satisfied', 'proud']",excited,satisfied,proud,
hit:1911_conv:3822,angry,"['angry', 'hurt', 'furious']",angry,hurt,furious,1.0
hit:4980_conv:9960,trusting,"['faithful', 'excited', 'curious']",faithful,excited,curious,
hit:8712_conv:17425,angry,"['angry', 'upset', 'annoyed']",angry,upset,annoyed,1.0
hit:12393_conv:24787,disappointed,"['worried', ' relieved', ' grateful']",worried,relieved,grateful,
hit:7014_conv:14028,annoyed,"['annoyed', 'amused', 'impressed']",annoyed,amused,impressed,1.0
hit:1150_conv:2301,devastated,"['devastated', ' angry', ' frustrated']",devastated,angry,frustrated,1.0
hit:5673_conv:11346,embarrassed,"['embarrassed', ' anxious', ' relieved']",embarrassed,anxious,relieved,1.0
hit:5882_conv:11765,proud,"['excited', ' grateful', ' amused']",excited,grateful,amused,
hit:6903_conv:13807,afraid,"['afraid', 'anxious', 'concerned']",afraid,anxious,concerned,1.0
hit:6966_conv:13933,embarrassed,"['embarrassed', ' amused', ' regretful']",embarrassed,amused,regretful,1.0
hit:1133_conv:2267,grateful,"['relieved', ' grateful', ' happy']",relieved,grateful,happy,2.0
hit:3151_conv:6303,surprised,"['grateful', 'surprised', 'happy']",grateful,surprised,happy,2.0
hit:5013_conv:10027,surprised,"['surprised', ' worried', ' concerned']",surprised,worried,concerned,1.0
