conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:2307_conv:4615,guilty,"['anxious', ' worried', ' concerned']",anxious,
hit:2_conv:4,faithful,"['proud', ' anxious', ' guilty']",proud,
hit:7518_conv:15037,content,"['content', 'grateful', 'hopeful']",content,1.0
hit:7930_conv:15861,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,1.0
hit:11738_conv:23477,furious,"['sad', ' hopeful', ' caring']",sad,
hit:11791_conv:23583,prepared,"['excited', 'hopeful', 'proud']",excited,
hit:12324_conv:24648,content,"['happy', 'content', 'hopeful']",happy,2.0
hit:2304_conv:4609,impressed,"['proud', 'excited', 'hopeful']",proud,
hit:3037_conv:6075,proud,"['proud', 'grateful', 'hopeful']",proud,1.0
hit:3360_conv:6721,impressed,"['impressed', ' proud', ' anxious']",impressed,1.0
hit:588_conv:1176,jealous,"['jealous', 'sad', 'disappointed']",jealous,1.0
hit:734_conv:1469,caring,"['grateful', 'excited', 'tired']",grateful,
hit:10565_conv:21130,caring,"['caring', 'grateful', 'hopeful']",caring,1.0
hit:11769_conv:23539,anxious,"['afraid', 'anxious', 'hopeful']",afraid,2.0
hit:588_conv:1176,jealous,"['sad', 'angry', 'lonely']",sad,
hit:6938_conv:13877,grateful,"['grateful', ' proud', ' caring']",grateful,1.0
hit:7538_conv:15077,excited,"['excited', 'hopeful', 'happy']",excited,1.0
hit:777_conv:1555,furious,"['angry', 'sad', 'anxious']",angry,
hit:8420_conv:16841,nostalgic,"['nostalgic', ' happy', ' interested']",nostalgic,1.0
hit:9077_conv:18154,joyful,"['excited', 'happy', 'grateful']",excited,
hit:1174_conv:2348,lonely,"['sad', ' nostalgic', ' joyful']",sad,
hit:11883_conv:23767,furious,"['angry', 'annoyed', 'sad']",angry,
hit:1798_conv:3596,disappointed,"['sad', ' hopeful', ' frustrated']",sad,
hit:2427_conv:4854,apprehensive,"['afraid', 'anxious', 'lonely']",afraid,
hit:3707_conv:7415,sad,"['devastated', ' sad', ' caring']",devastated,2.0
hit:468_conv:936,anxious,"['anxious', 'nervous', 'hopeful']",anxious,1.0
hit:6415_conv:12830,guilty,"['guilty', ' shocked', ' hopeful']",guilty,1.0
hit:8420_conv:16841,nostalgic,"['nostalgic', 'curious', 'interested']",nostalgic,1.0
hit:11883_conv:23767,furious,"['amused', 'confident', 'hopeful']",amused,
hit:12228_conv:24457,furious,"['embarrassed', 'sad', 'frustrated']",embarrassed,
hit:3105_conv:6211,anticipating,"['hopeful', ' nostalgic', ' excited']",hopeful,
hit:5982_conv:11965,disgusted,"['disgusted', 'curious', 'anxious']",disgusted,1.0
hit:6565_conv:13130,lonely,"['content', 'lonely', 'hopeful']",content,2.0
hit:6808_conv:13616,anxious,"['hopeful', 'excited', 'content']",hopeful,
hit:6978_conv:13956,anticipating,"['excited', ' hopeful', ' joyful']",excited,
hit:2087_conv:4174,sad,"['devastated', 'sad', 'angry']",devastated,2.0
hit:4000_conv:8001,trusting,"['surprised', 'embarrassed', 'amused']",surprised,
hit:5611_conv:11222,content,"['relieved', 'happy', 'grateful']",relieved,
hit:699_conv:1398,sentimental,"['proud', ' nostalgic', ' amused']",proud,
hit:7753_conv:15507,excited,"['excited', 'grateful', 'hopeful']",excited,1.0
hit:7775_conv:15551,sad,"['sad', ' hopeful', ' caring']",sad,1.0
hit:8914_conv:17829,anxious,"['anxious', 'prepared', 'excited']",anxious,1.0
hit:1037_conv:2075,jealous,"['stressed', 'rewarding', 'excited']",stressed,
hit:27_conv:54,trusting,"['trusting', 'anxious', 'hopeful']",trusting,1.0
hit:4410_conv:8821,anticipating,"['anxious', 'hopeful', 'prepared']",anxious,
hit:63_conv:126,guilty,"['sad', ' hopeful', ' frustrated']",sad,
hit:6997_conv:13995,prepared,"['excited', 'hopeful', 'content']",excited,
hit:9454_conv:18908,furious,"['angry', 'disappointed', 'furious']",angry,3.0
hit:9955_conv:19911,proud,"['proud', 'grateful', 'hopeful']",proud,1.0
hit:1031_conv:2063,grateful,"['grateful', 'surprised', 'relieved']",grateful,1.0
hit:12340_conv:24680,sad,"['devastated', 'surprised', 'hopeful']",devastated,
hit:4134_conv:8269,angry,"['disappointed', 'anxious', 'prepared']",disappointed,
hit:4566_conv:9133,jealous,"['jealous', 'disappointed', 'sad']",jealous,1.0
hit:6382_conv:12764,guilty,"['guilty', ' ashamed', ' hopeful']",guilty,1.0
hit:7263_conv:14527,embarrassed,"['embarrassed', ' ashamed', ' hopeful']",embarrassed,1.0
hit:969_conv:1938,hopeful,"['disappointed', 'surprised', 'frustrated']",disappointed,
hit:11153_conv:22306,embarrassed,"['embarrassed', 'annoyed', 'sad']",embarrassed,1.0
hit:11543_conv:23087,devastated,"['sad', ' devastated', ' hopeful']",sad,2.0
hit:12340_conv:24680,sad,"['sad', 'grateful', 'anxious']",sad,1.0
hit:3666_conv:7332,trusting,"['grateful', ' excited', ' trusting']",grateful,3.0
hit:5464_conv:10929,disappointed,"['sad', ' hopeful', ' content']",sad,
hit:5537_conv:11074,content,"['excited', ' grateful', ' joyful']",excited,
hit:8729_conv:17458,anticipating,"['excited', 'anticipating', 'hopeful']",excited,2.0
hit:9377_conv:18754,angry,"['angry', 'disappointed', 'hopeful']",angry,1.0
hit:2583_conv:5166,lonely,"['lonely', 'sad', 'grateful']",lonely,1.0
hit:3666_conv:7332,trusting,"['grateful', 'trusting', 'content']",grateful,2.0
hit:5107_conv:10214,devastated,"['sad', ' nostalgic', ' grieving']",sad,
hit:6026_conv:12052,anticipating,"['excited', ' hopeful', ' joyful']",excited,
hit:7113_conv:14226,confident,"['proud', ' excited', ' hopeful']",proud,
hit:7201_conv:14403,disgusted,"['disgusted', 'sad', 'annoyed']",disgusted,1.0
hit:8926_conv:17852,hopeful,"['hopeful', 'proud', 'anxious']",hopeful,1.0
hit:9382_conv:18764,surprised,"['surprised', 'anxious', 'grateful']",surprised,1.0
hit:10492_conv:20984,devastated,"['sad', ' nostalgic', ' guilty']",sad,
hit:1844_conv:3688,ashamed,"['guilty', 'embarrassed', 'hopeful']",guilty,
hit:2926_conv:5853,terrified,"['terrified', 'surprised', 'sad']",terrified,1.0
hit:3384_conv:6768,content,"['content', 'hopeful', 'excited']",content,1.0
hit:5669_conv:11338,annoyed,"['annoyed', 'frustrated', 'anxious']",annoyed,1.0
hit:6308_conv:12617,disappointed,"['angry', 'disappointed', 'surprised']",angry,2.0
hit:7201_conv:14403,disgusted,"['proud', 'excited', 'amused']",proud,
hit:8291_conv:16583,embarrassed,"['ashamed', 'sad', 'hopeful']",ashamed,
hit:106_conv:213,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:1633_conv:3266,terrified,"['terrified', ' surprised', ' amused']",terrified,1.0
hit:1844_conv:3688,ashamed,"['hopeful', 'confident', 'excited']",hopeful,
hit:2160_conv:4320,confident,"['proud', 'excited', 'hopeful']",proud,
hit:5857_conv:11714,annoyed,"['angry', 'frustrated', 'annoyed']",angry,3.0
hit:6557_conv:13115,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,1.0
hit:67_conv:135,devastated,"['sad', 'devastated', 'concerned']",sad,2.0
hit:7267_conv:14534,surprised,"['angry', ' annoyed', ' embarrassed']",angry,
hit:1798_conv:3597,hopeful,"['excited', ' hopeful', ' joyful']",excited,2.0
hit:2997_conv:5994,angry,"['angry', 'annoyed', 'disappointed']",angry,1.0
hit:4010_conv:8020,furious,"['angry', 'sad', 'anxious']",angry,
hit:4584_conv:9169,afraid,"['anxious', ' hopeful', ' patient']",anxious,
hit:551_conv:1103,surprised,"['excited', 'proud', 'hopeful']",excited,
hit:694_conv:1388,ashamed,"['disappointed', 'sad', 'embarrassed']",disappointed,
hit:8362_conv:16725,disgusted,"['disgusted', 'shocked', 'annoyed']",disgusted,1.0
hit:9367_conv:18735,devastated,"['disappointed', ' content', ' nostalgic']",disappointed,
hit:1674_conv:3349,devastated,"['sad', 'disappointed', 'grateful']",sad,
hit:1798_conv:3597,hopeful,"['surprised', 'excited', 'happy']",surprised,
hit:2558_conv:5116,sad,"['sad', 'unhappy', 'excited']",sad,1.0
hit:3942_conv:7884,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:4392_conv:8785,lonely,"['excited', 'hopeful', 'anxious']",excited,
hit:5122_conv:10245,devastated,"['angry', 'annoyed', 'frustrated']",angry,
hit:9071_conv:18143,jealous,"['grateful', ' envious', ' hopeful']",grateful,
hit:9182_conv:18364,afraid,"['jealous', 'sad', 'anxious']",jealous,
hit:1307_conv:2615,annoyed,"['angry', 'annoyed', 'disgusted']",angry,2.0
hit:2928_conv:5856,anxious,"['excited', ' hopeful', ' prepared']",excited,
hit:5122_conv:10245,devastated,"['angry', 'disgusted', 'sad']",angry,
hit:6949_conv:13899,nostalgic,"['nostalgic', ' proud', ' happy']",nostalgic,1.0
hit:7311_conv:14622,prepared,"['grateful', ' prepared', ' relieved']",grateful,2.0
hit:7818_conv:15637,jealous,"['jealous', ' proud', ' impressed']",jealous,1.0
hit:9842_conv:19684,lonely,"['lonely', 'sad', 'anxious']",lonely,1.0
hit:9861_conv:19723,annoyed,"['angry', ' disgusted', ' afraid']",angry,
hit:10013_conv:20027,surprised,"['surprised', 'excited', 'impressed']",surprised,1.0
hit:2928_conv:5856,anxious,"['excited', 'impressed', 'confident']",excited,
hit:4547_conv:9095,sentimental,"['nostalgic', 'joyful', 'content']",nostalgic,
hit:6538_conv:13077,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:7776_conv:15553,lonely,"['lonely', 'sad', 'content']",lonely,1.0
hit:9059_conv:18118,excited,"['excited', ' hopeful', ' prepared']",excited,1.0
hit:9789_conv:19579,sad,"['afraid', 'grateful', 'hopeful']",afraid,
hit:9995_conv:19990,angry,"['angry', 'sad', 'disappointed']",angry,1.0
hit:11166_conv:22332,anxious,"['anxious', 'hopeful', 'stressed']",anxious,1.0
hit:11212_conv:22424,proud,"['proud', 'excited', 'grateful']",proud,1.0
hit:4022_conv:8044,embarrassed,"['embarrassed', 'content', 'hopeful']",embarrassed,1.0
hit:4340_conv:8681,jealous,"['jealous', ' disappointed', ' regretful']",jealous,1.0
hit:5020_conv:10041,terrified,"['afraid', 'surprised', 'anxious']",afraid,
hit:8701_conv:17403,faithful,"['caring', 'sad', 'hopeful']",caring,
hit:9059_conv:18118,excited,"['excited', 'joyful', 'anticipating']",excited,1.0
hit:9209_conv:18418,annoyed,"['annoyed', 'sad', 'concerned']",annoyed,1.0
hit:1509_conv:3019,guilty,"['guilty', 'embarrassed', 'sad']",guilty,1.0
hit:230_conv:460,furious,"['disappointed', 'sad', 'annoyed']",disappointed,
hit:39_conv:79,jealous,"['angry', ' hopeful', ' confident']",angry,
hit:4340_conv:8681,jealous,"['worried', 'anxious', 'hopeful']",worried,
hit:6606_conv:13212,hopeful,"['confident', 'annoyed', 'disappointed']",confident,
hit:7425_conv:14851,hopeful,"['excited', 'hopeful', 'grateful']",excited,2.0
hit:8492_conv:16985,devastated,"['devastated', 'sad', 'disappointed']",devastated,1.0
hit:11124_conv:22249,trusting,"['proud', 'hopeful', 'content']",proud,
hit:1534_conv:3068,embarrassed,"['embarrassed', ' ashamed', ' surprised']",embarrassed,1.0
hit:2244_conv:4489,impressed,"['proud', ' hopeful', ' excited']",proud,
hit:6263_conv:12527,excited,"['excited', 'hopeful', 'anticipating']",excited,1.0
hit:7657_conv:15314,impressed,"['proud', 'hopeful', 'curious']",proud,
hit:9460_conv:18920,confident,"['proud', 'excited', 'hopeful']",proud,
hit:993_conv:1987,sad,"['sad', 'angry', 'disappointed']",sad,1.0
hit:9984_conv:19969,excited,"['excited', 'anticipating', 'proud']",excited,1.0
hit:11414_conv:22829,nostalgic,"['nostalgic', ' content', ' hopeful']",nostalgic,1.0
hit:2443_conv:4887,caring,"['proud', ' grateful', ' caring']",proud,3.0
hit:2728_conv:5456,terrified,"['excited', 'terrified', 'curious']",excited,2.0
hit:7657_conv:15314,impressed,"['proud', 'grateful', 'content']",proud,
hit:918_conv:1837,joyful,"['excited', 'hopeful', 'grateful']",excited,
hit:9397_conv:18795,disappointed,"['disappointed', 'sad', 'guilty']",disappointed,1.0
hit:9616_conv:19233,sentimental,"['sad', ' nostalgic', ' hopeful']",sad,
hit:1771_conv:3542,sad,"['devastated', ' sad', ' sympathetic']",devastated,2.0
hit:1945_conv:3890,joyful,"['grateful', ' joyful', ' content']",grateful,2.0
hit:4169_conv:8338,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:5115_conv:10231,annoyed,"['grateful', ' annoyed', ' caring']",grateful,2.0
hit:5925_conv:11850,lonely,"['nostalgic', 'hopeful', 'content']",nostalgic,
hit:9412_conv:18825,guilty,"['guilty', 'embarrassed', 'anxious']",guilty,1.0
hit:9616_conv:19233,sentimental,"['hopeful', ' grateful', ' content']",hopeful,
hit:9794_conv:19589,ashamed,"['sad', 'angry', 'disappointed']",sad,
hit:11072_conv:22144,caring,"['grateful', ' relieved', ' happy']",grateful,
hit:1771_conv:3542,sad,"['sad', 'disappointed', 'lonely']",sad,1.0
hit:2642_conv:5284,prepared,"['excited', 'jealous', 'hopeful']",excited,
hit:4491_conv:8982,jealous,"['proud', ' envious', ' disappointed']",proud,
hit:5414_conv:10828,faithful,"['proud', 'faithful', 'hopeful']",proud,2.0
hit:6236_conv:12473,anticipating,"['excited', 'anticipating', 'hopeful']",excited,2.0
hit:7144_conv:14289,grateful,"['surprised', ' grateful', ' content']",surprised,2.0
hit:7782_conv:15565,anxious,"['anxious', ' hopeful', ' embarrassed']",anxious,1.0
hit:1052_conv:2104,faithful,"['devastated', 'anxious', 'hopeful']",devastated,
hit:3059_conv:6118,apprehensive,"['anxious', ' disappointed', ' guilty']",anxious,
hit:5000_conv:10001,impressed,"['excited', 'proud', 'hopeful']",excited,
hit:6807_conv:13614,angry,"['angry', 'annoyed', 'disgusted']",angry,1.0
hit:7242_conv:14484,excited,"['excited', ' grateful', ' anticipating']",excited,1.0
hit:8210_conv:16420,guilty,"['anxious', ' disappointed', ' ashamed']",anxious,
hit:8329_conv:16658,sad,"['sad', 'comforting', 'grateful']",sad,1.0
hit:11808_conv:23617,excited,"['excited', 'hopeful', 'grateful']",excited,1.0
hit:1580_conv:3161,surprised,"['surprised', 'anxious', 'grateful']",surprised,1.0
hit:2357_conv:4715,terrified,"['terrified', 'afraid', 'brave']",terrified,1.0
hit:4886_conv:9772,surprised,"['nostalgic', ' surprised', ' grateful']",nostalgic,2.0
hit:5089_conv:10179,prepared,"['relieved', ' content', ' grateful']",relieved,
hit:5836_conv:11673,lonely,"['lonely', 'sad', 'disappointed']",lonely,1.0
hit:6787_conv:13575,apprehensive,"['anxious', 'proud', 'afraid']",anxious,
hit:8666_conv:17332,disappointed,"['disappointed', 'annoyed', 'angry']",disappointed,1.0
hit:11499_conv:22998,furious,"['angry', 'patient', 'hopeful']",angry,
hit:11622_conv:23245,disgusted,"['disgusted', 'angry', 'surprised']",disgusted,1.0
hit:2417_conv:4835,hopeful,"['hopeful', 'proud', 'grateful']",hopeful,1.0
hit:2823_conv:5647,prepared,"['proud', 'hopeful', 'content']",proud,
hit:3075_conv:6151,terrified,"['anxious', ' afraid', ' cautious']",anxious,
hit:5089_conv:10179,prepared,"['anxious', 'annoyed', 'surprised']",anxious,
hit:7097_conv:14195,sentimental,"['nostalgic', ' sentimental', ' grateful']",nostalgic,2.0
hit:7182_conv:14364,sad,"['disappointed', 'sad', 'anxious']",disappointed,2.0
hit:10617_conv:21234,trusting,"['proud', ' grateful', ' content']",proud,
hit:12083_conv:24167,hopeful,"['hopeful', 'excited', 'content']",hopeful,1.0
hit:3029_conv:6059,disgusted,"['disgusted', 'angry', 'surprised']",disgusted,1.0
hit:6600_conv:13200,devastated,"['sad', ' upset', ' grateful']",sad,
hit:7097_conv:14195,sentimental,"['nostalgic', 'content', 'curious']",nostalgic,
hit:7593_conv:15186,impressed,"['excited', 'hopeful', 'impressed']",excited,3.0
hit:8650_conv:17300,jealous,"['jealous', 'envious', 'disappointed']",jealous,1.0
hit:1586_conv:3172,excited,"['excited', 'anticipating', 'hopeful']",excited,1.0
hit:5092_conv:10185,surprised,"['surprised', ' relieved', ' happy']",surprised,1.0
hit:5923_conv:11846,excited,"['excited', ' hopeful', ' annoyed']",excited,1.0
hit:6519_conv:13039,angry,"['angry', 'surprised', 'sad']",angry,1.0
hit:8296_conv:16592,sad,"['sad', ' anxious', ' hopeful']",sad,1.0
hit:8589_conv:17178,devastated,"['devastated', 'sad', 'surprised']",devastated,1.0
hit:8650_conv:17300,jealous,"['jealous', ' hopeful', ' impressed']",jealous,1.0
hit:9663_conv:19327,joyful,"['happy', 'guilty', 'content']",happy,
hit:12367_conv:24735,disappointed,"['disappointed', 'annoyed', 'sad']",disappointed,1.0
hit:1869_conv:3738,furious,"['angry', 'annoyed', 'sad']",angry,
hit:2291_conv:4582,afraid,"['anxious', 'excited', 'nervous']",anxious,
hit:2673_conv:5346,annoyed,"['annoyed', 'frustrated', 'disappointed']",annoyed,1.0
hit:332_conv:664,angry,"['disappointed', 'surprised', 'proud']",disappointed,
hit:4472_conv:8944,jealous,"['excited', ' proud', ' nostalgic']",excited,
hit:6845_conv:13691,trusting,"['anxious', ' disappointed', ' trusting']",anxious,3.0
hit:8230_conv:16460,proud,"['proud', ' excited', ' impressed']",proud,1.0
hit:10370_conv:20741,trusting,"['grateful', 'proud', 'hopeful']",grateful,
hit:1448_conv:2897,disappointed,"['frustrated', 'sad', 'angry']",frustrated,
hit:2673_conv:5346,annoyed,"['annoyed', 'frustrated', 'disappointed']",annoyed,1.0
hit:4777_conv:9555,prepared,"['excited', ' hopeful', ' prepared']",excited,3.0
hit:6123_conv:12246,apprehensive,"['anxious', 'content', 'hopeful']",anxious,
hit:6843_conv:13686,anxious,"['excited', ' hopeful', ' proud']",excited,
hit:725_conv:1450,nostalgic,"['surprised', 'proud', 'nostalgic']",surprised,3.0
hit:10370_conv:20741,trusting,"['faithful', 'confident', 'grateful']",faithful,
hit:1870_conv:3741,terrified,"['terrified', 'relieved', 'surprised']",terrified,1.0
hit:3606_conv:7213,confident,"['proud', 'excited', 'hopeful']",proud,
hit:533_conv:1066,nostalgic,"['excited', ' grateful', ' interested']",excited,
hit:5575_conv:11150,afraid,"['guilty', 'anxious', 'embarrassed']",guilty,
hit:6745_conv:13490,anticipating,"['excited', ' grateful', ' hopeful']",excited,
hit:8446_conv:16892,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,1.0
hit:8663_conv:17327,anticipating,"['anxious', 'hopeful', 'confident']",anxious,
hit:10117_conv:20234,joyful,"['excited', 'proud', 'content']",excited,
hit:3606_conv:7213,confident,"['proud', ' excited', ' hopeful']",proud,
hit:5563_conv:11127,prepared,"['prepared', 'confident', 'grateful']",prepared,1.0
hit:6327_conv:12654,angry,"['angry', 'annoyed', 'surprised']",angry,1.0
hit:6873_conv:13746,disgusted,"['disgusted', 'annoyed', 'surprised']",disgusted,1.0
hit:7281_conv:14563,caring,"['happy', ' caring', ' proud']",happy,2.0
hit:7411_conv:14823,devastated,"['devastated', ' angry', ' anxious']",devastated,1.0
hit:8479_conv:16958,apprehensive,"['anxious', 'nervous', 'hopeful']",anxious,
hit:11084_conv:22169,caring,"['grateful', 'hopeful', 'content']",grateful,
hit:4793_conv:9586,grateful,"['grateful', 'hopeful', 'content']",grateful,1.0
hit:5270_conv:10540,anxious,"['embarrassed', ' anxious', ' confused']",embarrassed,2.0
hit:537_conv:1074,surprised,"['terrified', 'surprised', 'sad']",terrified,2.0
hit:7236_conv:14472,prepared,"['excited', 'hopeful', 'joyful']",excited,
hit:7266_conv:14532,confident,"['excited', 'hopeful', 'proud']",excited,
hit:7411_conv:14823,devastated,"['devastated', ' hopeful', ' anxious']",devastated,1.0
hit:9767_conv:19534,hopeful,"['hopeful', 'excited', 'proud']",hopeful,1.0
hit:4135_conv:8271,sad,"['sad', ' devastated', ' hopeful']",sad,1.0
hit:4477_conv:8954,surprised,"['disappointed', 'sad', 'surprised']",disappointed,3.0
hit:4582_conv:9165,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:5485_conv:10971,devastated,"['disappointed', 'sad', 'anxious']",disappointed,
hit:7266_conv:14532,confident,"['excited', ' hopeful', ' anxious']",excited,
hit:7575_conv:15150,surprised,"['excited', 'hopeful', 'surprised']",excited,3.0
hit:9321_conv:18643,apprehensive,"['afraid', 'anxious', 'surprised']",afraid,
hit:9918_conv:19837,grateful,"['grateful', 'joyful', 'proud']",grateful,1.0
hit:11530_conv:23061,guilty,"['guilty', 'ashamed', 'anxious']",guilty,1.0
hit:12099_conv:24198,disgusted,"['disgusted', 'anxious', 'afraid']",disgusted,1.0
hit:1944_conv:3888,lonely,"['lonely', 'sad', 'hopeful']",lonely,1.0
hit:5919_conv:11838,anxious,"['proud', ' anxious', ' relieved']",proud,2.0
hit:5931_conv:11863,excited,"['hopeful', ' proud', ' determined']",hopeful,
hit:7554_conv:15108,nostalgic,"['excited', 'grateful', 'proud']",excited,
hit:9196_conv:18392,content,"['anxious', 'hopeful', 'confident']",anxious,
hit:1142_conv:2284,hopeful,"['excited', 'proud', 'hopeful']",excited,3.0
hit:2636_conv:5272,faithful,"['proud', 'hopeful', 'confident']",proud,
hit:2973_conv:5946,joyful,"['happy', 'excited', 'content']",happy,
hit:5919_conv:11838,anxious,"['proud', ' impressed', ' grateful']",proud,
hit:6242_conv:12485,jealous,"['excited', 'hopeful', 'interested']",excited,
hit:7820_conv:15641,anxious,"['anxious', 'excited', 'proud']",anxious,1.0
hit:8025_conv:16051,impressed,"['excited', ' surprised', ' grateful']",excited,
hit:9132_conv:18265,guilty,"['ashamed', ' impressed', ' guilty']",ashamed,3.0
hit:1042_conv:2085,caring,"['relieved', ' grateful', ' caring']",relieved,3.0
hit:1142_conv:2284,hopeful,"['content', ' hopeful', ' excited']",content,2.0
hit:2173_conv:4347,terrified,"['afraid', 'scared', 'grateful']",afraid,
hit:3780_conv:7560,surprised,"['grateful', 'excited', 'hopeful']",grateful,
hit:4928_conv:9857,nostalgic,"['nostalgic', 'excited', 'hopeful']",nostalgic,1.0
hit:5747_conv:11494,sentimental,"['happy', ' nostalgic', ' grateful']",happy,
hit:6556_conv:13112,devastated,"['devastated', 'sad', ' hopeful']",devastated,1.0
hit:7826_conv:15653,angry,"['annoyed', 'surprised', 'proud']",annoyed,
hit:10628_conv:21257,caring,"['caring', 'grateful', 'hopeful']",caring,1.0
hit:2390_conv:4781,anticipating,"['excited', ' nostalgic', ' loving']",excited,
hit:3144_conv:6288,nostalgic,"['nostalgic', 'sad', 'grateful']",nostalgic,1.0
hit:3552_conv:7105,caring,"['grateful', ' joyful', ' loving']",grateful,
hit:6314_conv:12628,impressed,"['excited', 'proud', 'surprised']",excited,
hit:6629_conv:13259,excited,"['hopeful', 'confident', 'anxious']",hopeful,
hit:7895_conv:15790,anxious,"['sad', ' hopeful', ' concerned']",sad,
hit:98_conv:197,surprised,"['joyful', ' proud', ' grateful']",joyful,
hit:10852_conv:21705,disappointed,"['disappointed', 'sad', 'angry']",disappointed,1.0
hit:2337_conv:4674,guilty,"['exhausted', ' tired', ' curious']",exhausted,
hit:5903_conv:11806,impressed,"['proud', 'hopeful', 'grateful']",proud,
hit:6913_conv:13826,grateful,"['grateful', ' proud', ' content']",grateful,1.0
hit:7473_conv:14947,prepared,"['excited', 'hopeful', 'impressed']",excited,
hit:8109_conv:16218,disappointed,"['disappointed', 'sad', 'hopeful']",disappointed,1.0
hit:8637_conv:17275,disgusted,"['proud', 'embarrassed', 'devastated']",proud,
hit:98_conv:197,surprised,"['grateful', 'excited', 'hopeful']",grateful,
hit:10852_conv:21705,disappointed,"['disappointed', 'sad', 'grateful']",disappointed,1.0
hit:2858_conv:5716,sad,"['devastated', 'sad', 'surprised']",devastated,2.0
hit:4549_conv:9099,jealous,"['jealous', ' disappointed', ' envious']",jealous,1.0
hit:5248_conv:10496,lonely,"['lonely', ' hopeful', ' grateful']",lonely,1.0
hit:5872_conv:11745,confident,"['proud', ' confident', ' impressed']",proud,2.0
hit:644_conv:1289,sentimental,"['sentimental', ' nostalgic', ' grateful']",sentimental,1.0
hit:7129_conv:14258,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:9484_conv:18969,prepared,"['anxious', ' hopeful', ' grateful']",anxious,
hit:3020_conv:6040,caring,"['grateful', 'hopeful', 'content']",grateful,
hit:3761_conv:7523,excited,"['excited', 'surprised', 'hopeful']",excited,1.0
hit:3779_conv:7558,embarrassed,"['embarrassed', 'awkward', 'relieved']",embarrassed,1.0
hit:4549_conv:9099,jealous,"['annoyed', 'angry', 'disappointed']",annoyed,
hit:5752_conv:11505,surprised,"['nostalgic', ' hopeful', ' anxious']",nostalgic,
hit:8040_conv:16080,afraid,"['afraid', 'anxious', 'embarrassed']",afraid,1.0
hit:9032_conv:18065,impressed,"['impressed', 'excited', 'proud']",impressed,1.0
hit:1032_conv:2065,disgusted,"['disgusted', ' horrified', ' relieved']",disgusted,1.0
hit:45_conv:90,excited,"['excited', 'hopeful', 'anticipating']",excited,1.0
hit:5065_conv:10130,disappointed,"['angry', 'sad', 'disappointed']",angry,3.0
hit:5522_conv:11044,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:712_conv:1424,sad,"['sad', 'prepared', 'hopeful']",sad,1.0
hit:7544_conv:15089,surprised,"['excited', 'proud', 'anxious']",excited,
hit:9032_conv:18065,impressed,"['surprised', ' impressed', ' anxious']",surprised,2.0
hit:10005_conv:20011,furious,"['angry', ' disappointed', ' anxious']",angry,
hit:12354_conv:24709,confident,"['proud', ' hopeful', ' content']",proud,
hit:4376_conv:8753,sad,"['sad', 'devastated', 'lonely']",sad,1.0
hit:45_conv:90,excited,"['excited', 'impressed', 'hopeful']",excited,1.0
hit:4642_conv:9284,furious,"['angry', 'frustrated', 'disappointed']",angry,
hit:4662_conv:9324,sad,"['disappointed', 'sad', 'annoyed']",disappointed,2.0
hit:5990_conv:11981,proud,"['proud', ' grateful', ' impressed']",proud,1.0
hit:6488_conv:12976,ashamed,"['ashamed', 'content', 'comforted']",ashamed,1.0
hit:9131_conv:18263,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:12109_conv:24219,nostalgic,"['nostalgic', ' happy', ' curious']",nostalgic,1.0
hit:1802_conv:3604,disgusted,"['disgusted', 'annoyed', 'prepared']",disgusted,1.0
hit:3154_conv:6308,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:4376_conv:8753,sad,"['sad', ' nostalgic', ' caring']",sad,1.0
hit:5696_conv:11392,excited,"['excited', 'hopeful', 'joyful']",excited,1.0
hit:6103_conv:12207,ashamed,"['sad', 'lonely', 'hopeful']",sad,
hit:8255_conv:16510,joyful,"['excited', 'happy', 'grateful']",excited,
hit:9367_conv:18734,joyful,"['excited', ' grateful', ' happy']",excited,
hit:12109_conv:24219,nostalgic,"['excited', 'nostalgic', 'hopeful']",excited,2.0
hit:2536_conv:5072,afraid,"['anxious', 'afraid', 'cautious']",anxious,2.0
hit:2867_conv:5735,excited,"['excited', ' nostalgic', ' grateful']",excited,1.0
hit:5427_conv:10854,joyful,"['surprised', 'happy', 'relaxed']",surprised,
hit:6240_conv:12480,surprised,"['surprised', 'disappointed', 'angry']",surprised,1.0
hit:6733_conv:13467,impressed,"['proud', 'hopeful', 'surprised']",proud,
hit:7285_conv:14570,apprehensive,"['anxious', ' worried', ' angry']",anxious,
hit:78_conv:157,sad,"['sad', 'grateful', ' hopeful']",sad,1.0
hit:10110_conv:20221,ashamed,"['sad', 'guilty', 'embarrassed']",sad,
hit:10123_conv:20246,trusting,"['anxious', 'proud', 'protective']",anxious,
