conv_id,Original_Labels,Top_3_Emotion_Pred,1st_Emotion_Pred,2nd_Emotion_Pred,3rd_Emotion_Pred,Pred_Emo_Position
hit:9376_conv:18752,afraid,"['anxious', ' hopeful', ' embarrassed']",anxious,hopeful,embarrassed,
hit:9889_conv:19779,guilty,"['guilty', 'embarrassed', 'grateful']",guilty,embarrassed,grateful,1.0
hit:1208_conv:2416,devastated,"['disappointed', 'angry', 'sad']",disappointed,angry,sad,
hit:3947_conv:7894,jealous,"['jealous', ' hopeful', ' excited']",jealous,hopeful,excited,1.0
hit:5326_conv:10653,confident,"['proud', ' hopeful', ' grateful']",proud,hopeful,grateful,
hit:6212_conv:12425,grateful,"['excited', ' grateful', ' joyful']",excited,grateful,joyful,2.0
hit:9912_conv:19824,anxious,"['anxious', ' hopeful', ' disappointed']",anxious,hopeful,disappointed,1.0
hit:10867_conv:21734,excited,"['excited', 'hopeful', 'confident']",excited,hopeful,confident,1.0
hit:12229_conv:24459,embarrassed,"['embarrassed', ' anxious', ' disappointed']",embarrassed,anxious,disappointed,1.0
hit:614_conv:1228,trusting,"['sad', ' content', ' hopeful']",sad,content,hopeful,
hit:10626_conv:21253,excited,"['excited', 'anticipating', 'hopeful']",excited,anticipating,hopeful,1.0
hit:11779_conv:23558,confident,"['excited', 'confident', 'hopeful']",excited,confident,hopeful,2.0
hit:11912_conv:23824,angry,"['angry', 'surprised', 'disgusted']",angry,surprised,disgusted,1.0
hit:11950_conv:23900,prepared,"['prepared', 'content', 'excited']",prepared,content,excited,1.0
hit:4106_conv:8213,confident,"['proud', 'hopeful', 'content']",proud,hopeful,content,
hit:5270_conv:10541,terrified,"['surprised', 'afraid', 'anxious']",surprised,afraid,anxious,
hit:12268_conv:24536,caring,"['grateful', ' hopeful', ' excited']",grateful,hopeful,excited,
hit:2195_conv:4390,lonely,"['lonely', 'sad', 'hopeful']",lonely,sad,hopeful,1.0
hit:3839_conv:7679,anxious,"['anxious', 'hopeful', 'confident']",anxious,hopeful,confident,1.0
hit:6205_conv:12410,grateful,"['grateful', ' proud', ' content']",grateful,proud,content,1.0
hit:6470_conv:12940,surprised,"['grateful', 'surprised', 'hopeful']",grateful,surprised,hopeful,2.0
hit:7213_conv:14426,joyful,"['excited', ' hopeful', ' joyful']",excited,hopeful,joyful,3.0
hit:756_conv:1513,disgusted,"['disgusted', 'annoyed', 'sad']",disgusted,annoyed,sad,1.0
hit:2223_conv:4446,disappointed,"['disappointed', 'sad', 'angry']",disappointed,sad,angry,1.0
hit:3609_conv:7218,surprised,"['impressed', 'hopeful', 'surprised']",impressed,hopeful,surprised,3.0
hit:4455_conv:8910,prepared,"['excited', ' hopeful', ' proud']",excited,hopeful,proud,
hit:5390_conv:10780,disgusted,"['disgusted', 'annoyed', 'surprised']",disgusted,annoyed,surprised,1.0
hit:668_conv:1337,hopeful,"['hopeful', ' confident', ' faithful']",hopeful,confident,faithful,1.0
hit:7690_conv:15381,excited,"['excited', ' hopeful', ' content']",excited,hopeful,content,1.0
hit:8170_conv:16341,prepared,"['proud', 'hopeful', 'confident']",proud,hopeful,confident,
hit:11755_conv:23511,hopeful,"['excited', ' hopeful', ' content']",excited,hopeful,content,2.0
hit:7294_conv:14588,anticipating,"['excited', ' hopeful', ' nostalgic']",excited,hopeful,nostalgic,
hit:7682_conv:15364,anticipating,"['excited', 'anticipating', 'hopeful']",excited,anticipating,hopeful,2.0
hit:8065_conv:16130,lonely,"['lonely', ' sad', ' hopeful']",lonely,sad,hopeful,1.0
hit:8452_conv:16905,devastated,"['disappointed', ' devastated', ' ashamed']",disappointed,devastated,ashamed,2.0
hit:8574_conv:17148,content,"['grateful', 'content', 'hopeful']",grateful,content,hopeful,2.0
hit:12142_conv:24285,hopeful,"['hopeful', 'excited', 'sad']",hopeful,excited,sad,1.0
hit:2209_conv:4418,anxious,"['anxious', 'nostalgic', 'lonely']",anxious,nostalgic,lonely,1.0
hit:4282_conv:8564,disgusted,"['disgusted', 'surprised', 'annoyed']",disgusted,surprised,annoyed,1.0
hit:8188_conv:16376,angry,"['sad', 'grateful', 'hopeful']",sad,grateful,hopeful,
hit:1242_conv:2484,caring,"['hopeful', 'excited', 'afraid']",hopeful,excited,afraid,
hit:2256_conv:4512,guilty,"['guilty', 'hopeful', 'excited']",guilty,hopeful,excited,1.0
hit:2271_conv:4542,lonely,"['lonely', 'sad', 'grateful']",lonely,sad,grateful,1.0
hit:5206_conv:10412,joyful,"['excited', ' proud', ' content']",excited,proud,content,
hit:6432_conv:12864,prepared,"['hopeful', 'confident', 'excited']",hopeful,confident,excited,
hit:7717_conv:15435,annoyed,"['disappointed', 'sad', 'hopeful']",disappointed,sad,hopeful,
hit:1454_conv:2908,anxious,"['afraid', 'surprised', 'disgusted']",afraid,surprised,disgusted,
hit:5012_conv:10024,sad,"['sad', ' nostalgic', ' hopeful']",sad,nostalgic,hopeful,1.0
hit:6233_conv:12466,lonely,"['sad', 'lonely', 'hopeful']",sad,lonely,hopeful,2.0
hit:6998_conv:13997,anticipating,"['anxious', 'excited', 'hopeful']",anxious,excited,hopeful,
hit:3355_conv:6710,hopeful,"['excited', ' hopeful', ' disappointed']",excited,hopeful,disappointed,2.0
hit:5239_conv:10478,jealous,"['jealous', ' hopeful', ' grateful']",jealous,hopeful,grateful,1.0
hit:6761_conv:13523,terrified,"['afraid', 'surprised', 'anxious']",afraid,surprised,anxious,
hit:5085_conv:10171,annoyed,"['annoyed', 'disgusted', 'angry']",annoyed,disgusted,angry,1.0
hit:6394_conv:12788,guilty,"['guilty', ' ashamed', ' caring']",guilty,ashamed,caring,1.0
hit:7540_conv:15080,content,"['hopeful', 'impressed', 'proud']",hopeful,impressed,proud,
hit:7705_conv:15411,prepared,"['excited', ' prepared', ' confident']",excited,prepared,confident,2.0
hit:10890_conv:21780,sentimental,"['grateful', 'excited', 'hopeful']",grateful,excited,hopeful,
hit:11851_conv:23702,afraid,"['surprised', ' afraid', ' anxious']",surprised,afraid,anxious,2.0
hit:12222_conv:24445,caring,"['proud', 'hopeful', 'excited']",proud,hopeful,excited,
hit:3866_conv:7732,hopeful,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,2.0
hit:6717_conv:13434,apprehensive,"['afraid', 'anxious', 'sad']",afraid,anxious,sad,
hit:8042_conv:16085,sentimental,"['nostalgic', ' hopeful', ' disgusted']",nostalgic,hopeful,disgusted,
hit:2601_conv:5203,prepared,"['hopeful', ' proud', ' excited']",hopeful,proud,excited,
hit:5983_conv:11966,prepared,"['proud', 'grateful', 'hopeful']",proud,grateful,hopeful,
hit:7511_conv:15023,sentimental,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,
hit:7917_conv:15835,excited,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,1.0
hit:9995_conv:19991,apprehensive,"['anxious', 'surprised', 'hopeful']",anxious,surprised,hopeful,
hit:11507_conv:23015,trusting,"['hopeful', ' trusting', ' anxious']",hopeful,trusting,anxious,2.0
hit:4009_conv:8019,impressed,"['impressed', 'excited', 'hopeful']",impressed,excited,hopeful,1.0
hit:5466_conv:10933,content,"['lonely', 'sad', 'hopeful']",lonely,sad,hopeful,
hit:5689_conv:11379,sad,"['sad', 'grateful', 'anticipating']",sad,grateful,anticipating,1.0
hit:9141_conv:18282,surprised,"['surprised', 'excited', 'hopeful']",surprised,excited,hopeful,1.0
hit:9616_conv:19232,proud,"['proud', ' impressed', ' hopeful']",proud,impressed,hopeful,1.0
hit:9828_conv:19656,excited,"['sad', ' grateful', ' surprised']",sad,grateful,surprised,
hit:11412_conv:22825,sentimental,"['grateful', 'surprised', 'hopeful']",grateful,surprised,hopeful,
hit:1318_conv:2636,disappointed,"['disappointed', 'sad', ' hopeful']",disappointed,sad,hopeful,1.0
hit:5580_conv:11161,angry,"['angry', 'surprised', 'annoyed']",angry,surprised,annoyed,1.0
hit:8720_conv:17441,sad,"['sad', ' hopeful', ' nostalgic']",sad,hopeful,nostalgic,1.0
hit:2059_conv:4119,surprised,"['surprised', 'annoyed', 'content']",surprised,annoyed,content,1.0
hit:6495_conv:12991,proud,"['excited', ' proud', ' hopeful']",excited,proud,hopeful,2.0
hit:6587_conv:13175,anticipating,"['joyful', ' proud', ' hopeful']",joyful,proud,hopeful,
hit:6667_conv:13335,prepared,"['prepared', 'anxious', 'annoyed']",prepared,anxious,annoyed,1.0
hit:6875_conv:13751,afraid,"['anxious', 'afraid', 'surprised']",anxious,afraid,surprised,2.0
hit:10834_conv:21668,apprehensive,"['terrified', 'excited', 'anxious']",terrified,excited,anxious,
hit:490_conv:981,joyful,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:7343_conv:14687,confident,"['hopeful', 'excited', 'anxious']",hopeful,excited,anxious,
hit:8458_conv:16917,nostalgic,"['nostalgic', 'excited', 'content']",nostalgic,excited,content,1.0
hit:9_conv:19,embarrassed,"['embarrassed', 'sad', 'ashamed']",embarrassed,sad,ashamed,1.0
hit:1314_conv:2629,sentimental,"['disappointed', 'sad', 'confident']",disappointed,sad,confident,
hit:1638_conv:3276,disappointed,"['sad', 'excited', 'hopeful']",sad,excited,hopeful,
hit:7498_conv:14997,furious,"['angry', 'disgusted', 'annoyed']",angry,disgusted,annoyed,
hit:8285_conv:16571,anticipating,"['anxious', ' afraid', ' annoyed']",anxious,afraid,annoyed,
hit:8644_conv:17288,impressed,"['excited', ' proud', ' surprised']",excited,proud,surprised,
hit:9156_conv:18312,lonely,"['lonely', ' hopeful', ' excited']",lonely,hopeful,excited,1.0
hit:2929_conv:5859,sad,"['proud', 'sad', 'hopeful']",proud,sad,hopeful,2.0
hit:3714_conv:7429,furious,"['angry', 'annoyed', 'disappointed']",angry,annoyed,disappointed,
hit:4930_conv:9861,confident,"['excited', ' proud', ' impressed']",excited,proud,impressed,
hit:6728_conv:13457,excited,"['excited', 'grateful', 'hopeful']",excited,grateful,hopeful,1.0
hit:7197_conv:14395,nostalgic,"['nostalgic', ' joyful', ' hopeful']",nostalgic,joyful,hopeful,1.0
hit:1729_conv:3458,proud,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,1.0
hit:4644_conv:9289,grateful,"['grateful', ' hopeful', ' content']",grateful,hopeful,content,1.0
hit:740_conv:1480,annoyed,"['disappointed', 'sad', 'grateful']",disappointed,sad,grateful,
hit:11444_conv:22889,terrified,"['afraid', 'disgusted', 'anxious']",afraid,disgusted,anxious,
hit:6233_conv:12467,sad,"['disappointed', 'sad', 'hopeful']",disappointed,sad,hopeful,2.0
hit:9601_conv:19202,furious,"['angry', 'sad', 'disgusted']",angry,sad,disgusted,
hit:9714_conv:19428,annoyed,"['disappointed', ' annoyed', ' angry']",disappointed,annoyed,angry,2.0
hit:1399_conv:2798,prepared,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:1501_conv:3003,excited,"['grateful', 'surprised', 'hopeful']",grateful,surprised,hopeful,
hit:1718_conv:3436,content,"['grateful', 'content', 'hopeful']",grateful,content,hopeful,2.0
hit:3958_conv:7917,grateful,"['excited', 'grateful', 'hopeful']",excited,grateful,hopeful,2.0
hit:8885_conv:17771,surprised,"['excited', ' surprised', ' grateful']",excited,surprised,grateful,2.0
hit:11996_conv:23992,lonely,"['sad', 'lonely', 'hopeful']",sad,lonely,hopeful,2.0
hit:3191_conv:6382,lonely,"['lonely', 'sad', 'disappointed']",lonely,sad,disappointed,1.0
hit:3953_conv:7907,devastated,"['sad', ' surprised', ' hopeful']",sad,surprised,hopeful,
hit:4246_conv:8493,anticipating,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,
hit:11326_conv:22653,afraid,"['afraid', 'anxious', 'lonely']",afraid,anxious,lonely,1.0
hit:578_conv:1156,surprised,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,
hit:7651_conv:15303,confident,"['excited', 'confident', 'hopeful']",excited,confident,hopeful,2.0
hit:811_conv:1623,sentimental,"['joyful', ' grateful', ' nostalgic']",joyful,grateful,nostalgic,
hit:8831_conv:17663,impressed,"['excited', 'proud', 'hopeful']",excited,proud,hopeful,
hit:10121_conv:20243,devastated,"['sad', ' nostalgic', ' hopeful']",sad,nostalgic,hopeful,
hit:2051_conv:4102,joyful,"['excited', 'proud', 'hopeful']",excited,proud,hopeful,
hit:4714_conv:9428,impressed,"['proud', 'hopeful', 'excited']",proud,hopeful,excited,
hit:7072_conv:14144,surprised,"['excited', ' proud', ' surprised']",excited,proud,surprised,3.0
hit:9393_conv:18787,content,"['grateful', 'hopeful', 'confident']",grateful,hopeful,confident,
hit:1230_conv:2461,disgusted,"['devastated', 'sad', 'embarrassed']",devastated,sad,embarrassed,
hit:2076_conv:4153,afraid,"['afraid', 'anxious', 'excited']",afraid,anxious,excited,1.0
hit:3050_conv:6100,sad,"['excited', ' hopeful', ' proud']",excited,hopeful,proud,
hit:6376_conv:12752,disgusted,"['disappointed', 'sad', 'angry']",disappointed,sad,angry,
hit:6953_conv:13906,disgusted,"['disgusted', ' surprised', ' annoyed']",disgusted,surprised,annoyed,1.0
hit:1699_conv:3399,anxious,"['excited', ' hopeful', ' content']",excited,hopeful,content,
hit:2346_conv:4693,lonely,"['lonely', ' hopeful', ' grateful']",lonely,hopeful,grateful,1.0
hit:369_conv:739,guilty,"['guilty', 'annoyed', 'content']",guilty,annoyed,content,1.0
hit:5133_conv:10266,furious,"['angry', 'sad', 'surprised']",angry,sad,surprised,
hit:6321_conv:12643,confident,"['hopeful', ' prepared', ' confident']",hopeful,prepared,confident,3.0
hit:903_conv:1806,afraid,"['terrified', 'afraid', 'anxious']",terrified,afraid,anxious,2.0
hit:10307_conv:20615,afraid,"['terrified', 'disgusted', 'apprehensive']",terrified,disgusted,apprehensive,
hit:3896_conv:7793,embarrassed,"['embarrassed', 'anxious', 'hopeful']",embarrassed,anxious,hopeful,1.0
hit:7819_conv:15639,confident,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:1537_conv:3074,afraid,"['afraid', 'disappointed', 'hopeful']",afraid,disappointed,hopeful,1.0
hit:7990_conv:15980,sad,"['sad', 'anxious', 'hopeful']",sad,anxious,hopeful,1.0
hit:8039_conv:16079,disgusted,"['disgusted', 'sad', 'anxious']",disgusted,sad,anxious,1.0
hit:8470_conv:16940,guilty,"['guilty', 'sad', 'content']",guilty,sad,content,1.0
hit:12231_conv:24462,jealous,"['disappointed', ' hopeful', ' jealous']",disappointed,hopeful,jealous,3.0
hit:5250_conv:10501,prepared,"['hopeful', 'anxious', 'grateful']",hopeful,anxious,grateful,
hit:6851_conv:13702,confident,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:8411_conv:16823,nostalgic,"['nostalgic', 'content', 'hopeful']",nostalgic,content,hopeful,1.0
hit:10147_conv:20295,faithful,"['grateful', ' hopeful', ' surprised']",grateful,hopeful,surprised,
hit:11242_conv:22484,lonely,"['content', 'grateful', 'lonely']",content,grateful,lonely,3.0
hit:1855_conv:3711,angry,"['angry', 'disgusted', 'disappointed']",angry,disgusted,disappointed,1.0
hit:7054_conv:14108,confident,"['excited', ' hopeful', ' grateful']",excited,hopeful,grateful,
hit:8375_conv:16751,afraid,"['afraid', 'anxious', 'terrified']",afraid,anxious,terrified,1.0
hit:9042_conv:18085,terrified,"['afraid', 'anxious', 'grateful']",afraid,anxious,grateful,
hit:3164_conv:6329,grateful,"['grateful', 'content', 'caring']",grateful,content,caring,1.0
hit:3600_conv:7201,prepared,"['hopeful', 'confident', 'proud']",hopeful,confident,proud,
hit:4669_conv:9338,anxious,"['afraid', 'anxious', 'hopeful']",afraid,anxious,hopeful,2.0
hit:4841_conv:9682,trusting,"['anxious', ' trusting', ' excited']",anxious,trusting,excited,2.0
hit:7711_conv:15422,impressed,"['impressed', 'excited', 'hopeful']",impressed,excited,hopeful,1.0
hit:10298_conv:20597,sentimental,"['nostalgic', ' joyful', ' sentimental']",nostalgic,joyful,sentimental,3.0
hit:5039_conv:10078,devastated,"['devastated', 'sad', 'grateful']",devastated,sad,grateful,1.0
hit:5839_conv:11679,caring,"['sad', 'caring', 'grateful']",sad,caring,grateful,2.0
hit:9145_conv:18290,anticipating,"['excited', ' joyful', ' nostalgic']",excited,joyful,nostalgic,
hit:3264_conv:6528,joyful,"['proud', ' excited', ' grateful']",proud,excited,grateful,
hit:371_conv:742,sentimental,"['sad', ' nostalgic', ' grateful']",sad,nostalgic,grateful,
hit:5445_conv:10891,surprised,"['excited', ' grateful', ' joyful']",excited,grateful,joyful,
hit:7551_conv:15103,disgusted,"['disgusted', ' grateful', ' proud']",disgusted,grateful,proud,1.0
hit:1621_conv:3242,angry,"['angry', ' annoyed', ' disgusted']",angry,annoyed,disgusted,1.0
hit:1751_conv:3502,content,"['proud', 'hopeful', 'content']",proud,hopeful,content,3.0
hit:3918_conv:7836,faithful,"['proud', ' grateful', ' hopeful']",proud,grateful,hopeful,
hit:5206_conv:10413,angry,"['angry', 'annoyed', 'disgusted']",angry,annoyed,disgusted,1.0
hit:5376_conv:10753,proud,"['proud', ' hopeful', ' excited']",proud,hopeful,excited,1.0
hit:10962_conv:21924,nostalgic,"['joyful', ' grateful', ' hopeful']",joyful,grateful,hopeful,
hit:11136_conv:22272,nostalgic,"['sad', 'hopeful', 'anxious']",sad,hopeful,anxious,
hit:12005_conv:24010,sentimental,"['nostalgic', 'hopeful', 'sad']",nostalgic,hopeful,sad,
hit:5420_conv:10841,surprised,"['excited', 'hopeful', 'proud']",excited,hopeful,proud,
hit:633_conv:1267,terrified,"['excited', ' terrified', ' impressed']",excited,terrified,impressed,2.0
hit:11952_conv:23905,anticipating,"['excited', 'prepared', 'hopeful']",excited,prepared,hopeful,
hit:2325_conv:4651,impressed,"['grateful', ' proud', ' hopeful']",grateful,proud,hopeful,
hit:5851_conv:11702,caring,"['guilty', 'excited', 'annoyed']",guilty,excited,annoyed,
hit:6687_conv:13375,surprised,"['grateful', 'surprised', 'proud']",grateful,surprised,proud,2.0
hit:9906_conv:19813,hopeful,"['disappointed', 'hopeful', 'sad']",disappointed,hopeful,sad,2.0
hit:2610_conv:5221,confident,"['grateful', ' proud', ' content']",grateful,proud,content,
hit:3122_conv:6244,grateful,"['grateful', ' annoyed', ' content']",grateful,annoyed,content,1.0
hit:3535_conv:7071,trusting,"['content', 'faithful', 'hopeful']",content,faithful,hopeful,
hit:7490_conv:14980,surprised,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:9031_conv:18062,terrified,"['afraid', 'anxious', 'confident']",afraid,anxious,confident,
hit:10065_conv:20131,devastated,"['devastated', 'sad', 'grateful']",devastated,sad,grateful,1.0
hit:11163_conv:22326,confident,"['confident', 'hopeful', 'grateful']",confident,hopeful,grateful,1.0
hit:6179_conv:12358,anticipating,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:6403_conv:12806,proud,"['proud', ' excited', ' grateful']",proud,excited,grateful,1.0
hit:7478_conv:14956,joyful,"['excited', ' joyful', ' grateful']",excited,joyful,grateful,2.0
hit:9472_conv:18944,anticipating,"['excited', 'anticipating', 'prepared']",excited,anticipating,prepared,2.0
hit:1779_conv:3559,hopeful,"['hopeful', ' anxious', ' anticipating']",hopeful,anxious,anticipating,1.0
hit:4439_conv:8879,embarrassed,"['embarrassed', 'sad', 'surprised']",embarrassed,sad,surprised,1.0
hit:651_conv:1303,guilty,"['guilty', 'afraid', 'anxious']",guilty,afraid,anxious,1.0
hit:6541_conv:13082,impressed,"['excited', 'surprised', 'proud']",excited,surprised,proud,
hit:6976_conv:13952,proud,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,1.0
hit:9179_conv:18358,jealous,"['jealous', 'sad', 'disappointed']",jealous,sad,disappointed,1.0
hit:10629_conv:21259,content,"['content', 'hopeful', 'joyful']",content,hopeful,joyful,1.0
hit:4117_conv:8235,hopeful,"['anxious', 'hopeful', 'grateful']",anxious,hopeful,grateful,2.0
hit:7678_conv:15356,impressed,"['impressed', ' excited', ' proud']",impressed,excited,proud,1.0
hit:2919_conv:5839,proud,"['proud', 'hopeful', 'content']",proud,hopeful,content,1.0
hit:3656_conv:7312,nostalgic,"['nostalgic', 'sad', 'hopeful']",nostalgic,sad,hopeful,1.0
hit:5561_conv:11123,terrified,"['afraid', 'anxious', 'hopeful']",afraid,anxious,hopeful,
hit:6325_conv:12651,excited,"['excited', 'hopeful', 'joyful']",excited,hopeful,joyful,1.0
hit:8825_conv:17650,furious,"['angry', 'guilty', 'sad']",angry,guilty,sad,
hit:10007_conv:20014,nostalgic,"['nostalgic', 'hopeful', 'joyful']",nostalgic,hopeful,joyful,1.0
hit:1290_conv:2581,lonely,"['lonely', 'sad', 'hopeful']",lonely,sad,hopeful,1.0
hit:4448_conv:8896,annoyed,"['annoyed', 'disgusted', 'sad']",annoyed,disgusted,sad,1.0
hit:7784_conv:15568,nostalgic,"['sentimental', ' nostalgic', ' hopeful']",sentimental,nostalgic,hopeful,2.0
hit:2165_conv:4331,nostalgic,"['nostalgic', ' hopeful', ' grateful']",nostalgic,hopeful,grateful,1.0
hit:236_conv:473,disappointed,"['disappointed', 'hopeful', 'annoyed']",disappointed,hopeful,annoyed,1.0
hit:4044_conv:8089,surprised,"['excited', 'hopeful', 'proud']",excited,hopeful,proud,
hit:7135_conv:14271,sad,"['devastated', 'angry', 'sad']",devastated,angry,sad,3.0
hit:9690_conv:19381,confident,"['proud', ' confident', ' grateful']",proud,confident,grateful,2.0
hit:11888_conv:23777,furious,"['angry', 'annoyed', 'disgusted']",angry,annoyed,disgusted,
hit:3291_conv:6582,faithful,"['content', ' grateful', ' hopeful']",content,grateful,hopeful,
hit:4747_conv:9495,sad,"['devastated', ' nostalgic', ' proud']",devastated,nostalgic,proud,
hit:5945_conv:11891,devastated,"['sad', 'disappointed', 'hopeful']",sad,disappointed,hopeful,
hit:8383_conv:16767,hopeful,"['hopeful', ' proud', ' caring']",hopeful,proud,caring,1.0
hit:9763_conv:19526,impressed,"['excited', ' proud', ' hopeful']",excited,proud,hopeful,
hit:11129_conv:22258,embarrassed,"['embarrassed', 'ashamed', 'anxious']",embarrassed,ashamed,anxious,1.0
hit:2991_conv:5982,jealous,"['jealous', 'content', 'hopeful']",jealous,content,hopeful,1.0
hit:5729_conv:11458,disgusted,"['disgusted', 'annoyed', 'surprised']",disgusted,annoyed,surprised,1.0
hit:1364_conv:2728,nostalgic,"['nostalgic', 'disappointed', 'content']",nostalgic,disappointed,content,1.0
hit:1604_conv:3208,confident,"['excited', 'proud', 'impressed']",excited,proud,impressed,
hit:3975_conv:7951,disgusted,"['disgusted', ' hopeful', ' proud']",disgusted,hopeful,proud,1.0
hit:5871_conv:11742,disappointed,"['disappointed', ' annoyed', ' lonely']",disappointed,annoyed,lonely,1.0
hit:7126_conv:14253,apprehensive,"['anxious', 'hopeful', 'confident']",anxious,hopeful,confident,
hit:1833_conv:3666,anxious,"['excited', ' hopeful', ' joyful']",excited,hopeful,joyful,
hit:2885_conv:5770,devastated,"['devastated', ' sad', ' hopeful']",devastated,sad,hopeful,1.0
hit:8839_conv:17679,sentimental,"['nostalgic', 'proud', 'hopeful']",nostalgic,proud,hopeful,
hit:8884_conv:17769,angry,"['angry', 'sad', 'disappointed']",angry,sad,disappointed,1.0
hit:10730_conv:21461,jealous,"['angry', 'furious', 'disgusted']",angry,furious,disgusted,
hit:2438_conv:4877,excited,"['excited', 'joyful', 'anxious']",excited,joyful,anxious,1.0
hit:3556_conv:7113,grateful,"['grateful', ' proud', ' surprised']",grateful,proud,surprised,1.0
hit:7829_conv:15659,proud,"['proud', 'grateful', 'hopeful']",proud,grateful,hopeful,1.0
hit:12364_conv:24729,angry,"['angry', 'anxious', 'sad']",angry,anxious,sad,1.0
hit:3004_conv:6009,joyful,"['excited', ' joyful', ' proud']",excited,joyful,proud,2.0
hit:3830_conv:7661,guilty,"['sad', ' ashamed', ' guilty']",sad,ashamed,guilty,3.0
hit:3840_conv:7681,proud,"['proud', 'hopeful', 'content']",proud,hopeful,content,1.0
hit:7672_conv:15345,devastated,"['disappointed', 'hopeful', 'sad']",disappointed,hopeful,sad,
hit:3766_conv:7533,caring,"['excited', 'hopeful', 'joyful']",excited,hopeful,joyful,
hit:7363_conv:14727,furious,"['angry', ' annoyed', ' disgusted']",angry,annoyed,disgusted,
hit:7409_conv:14818,nostalgic,"['nostalgic', 'proud', 'sad']",nostalgic,proud,sad,1.0
hit:9627_conv:19255,nostalgic,"['proud', 'nostalgic', 'excited']",proud,nostalgic,excited,2.0
hit:4055_conv:8110,afraid,"['afraid', 'anxious', 'surprised']",afraid,anxious,surprised,1.0
hit:4703_conv:9406,nostalgic,"['nostalgic', 'excited', 'hopeful']",nostalgic,excited,hopeful,1.0
hit:5167_conv:10335,anticipating,"['anxious', 'hopeful', 'excited']",anxious,hopeful,excited,
hit:7824_conv:15648,anticipating,"['excited', 'sad', 'hopeful']",excited,sad,hopeful,
hit:8468_conv:16937,nostalgic,"['hopeful', ' nostalgic', ' sad']",hopeful,nostalgic,sad,2.0
hit:11879_conv:23759,disgusted,"['sad', 'disgusted', 'anxious']",sad,disgusted,anxious,2.0
hit:1677_conv:3355,lonely,"['sad', 'grateful', 'anxious']",sad,grateful,anxious,
hit:2767_conv:5534,jealous,"['surprised', 'impressed', 'jealous']",surprised,impressed,jealous,3.0
hit:3658_conv:7316,disappointed,"['disappointed', 'surprised', 'sad']",disappointed,surprised,sad,1.0
hit:9149_conv:18299,apprehensive,"['anxious', 'surprised', 'afraid']",anxious,surprised,afraid,
hit:2335_conv:4670,surprised,"['proud', 'sad', 'grateful']",proud,sad,grateful,
hit:4130_conv:8260,disgusted,"['disappointed', 'angry', 'sad']",disappointed,angry,sad,
hit:8370_conv:16740,terrified,"['surprised', 'terrified', 'sad']",surprised,terrified,sad,2.0
hit:4419_conv:8839,surprised,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:5252_conv:10504,nostalgic,"['nostalgic', 'sad', 'surprised']",nostalgic,sad,surprised,1.0
hit:5309_conv:10618,nostalgic,"['excited', 'proud', 'hopeful']",excited,proud,hopeful,
hit:738_conv:1477,surprised,"['anxious', 'surprised', 'grateful']",anxious,surprised,grateful,2.0
hit:10715_conv:21431,hopeful,"['hopeful', 'faithful', 'content']",hopeful,faithful,content,1.0
hit:3624_conv:7249,caring,"['excited', 'grateful', 'hopeful']",excited,grateful,hopeful,
hit:6893_conv:13787,disappointed,"['disappointed', 'annoyed', 'angry']",disappointed,annoyed,angry,1.0
hit:7788_conv:15576,joyful,"['excited', ' grateful', ' surprised']",excited,grateful,surprised,
hit:9113_conv:18227,excited,"['excited', ' nostalgic', ' surprised']",excited,nostalgic,surprised,1.0
hit:10556_conv:21112,afraid,"['terrified', 'angry', 'sad']",terrified,angry,sad,
hit:9398_conv:18796,jealous,"['surprised', 'grateful', 'anxious']",surprised,grateful,anxious,
hit:9772_conv:19545,afraid,"['anxious', 'afraid', 'hopeful']",anxious,afraid,hopeful,2.0
hit:3330_conv:6660,ashamed,"['guilty', 'ashamed', 'sad']",guilty,ashamed,sad,2.0
hit:3354_conv:6708,excited,"['excited', ' joyful', ' nostalgic']",excited,joyful,nostalgic,1.0
hit:4645_conv:9291,joyful,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:5553_conv:11107,prepared,"['anxious', ' hopeful', ' prepared']",anxious,hopeful,prepared,3.0
hit:6910_conv:13821,grateful,"['grateful', ' excited', ' proud']",grateful,excited,proud,1.0
hit:7009_conv:14019,excited,"['hopeful', 'excited', 'content']",hopeful,excited,content,2.0
hit:10709_conv:21419,disappointed,"['devastated', ' sad', ' angry']",devastated,sad,angry,
hit:3169_conv:6339,hopeful,"['hopeful', ' anxious', ' anticipating']",hopeful,anxious,anticipating,1.0
